,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL,14agree-disagreeREL
10,2,1,0,33,0,181,5,1,187,33,0,0,0,0,0,0,0,0,1.0,0.6754970954022976,0.5114579266792093,0.0,1.0089328777022786,0.0,1.0570012597653737,0.4693042597008343,0.6692694838911347,1.0,1.0089328777022786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11.85112010126844
11,10,8,2,71,13,418,25,0,461,71,3,0,0,0,0,0,3,0,-1.0,1.3700429158376317,1.6597419920002108,1.7321869256310087,0.8805365028103039,2.835207311145491,0.990179413847152,0.9518426959225165,0.0,1.0,0.8805365028103039,1.2830816009695694,0.0,0.0,0.0,0.0,0.0,3.591740536970179,,4.807287329581776
12,1,11,0,108,1,667,22,2,693,108,2,6,0,0,0,0,0,0,1.0,0.0911384969987227,1.5181370204605102,0.0,0.8910056582305836,0.14508053839916432,1.051068778784493,0.5572056924701969,0.3611930547983902,1.0,0.8910056582305836,0.5690241635853502,1.8918104726323903,0.0,0.0,0.0,0.0,0.0,,-3.1979212971676745
13,2,3,0,69,1,341,17,0,361,69,2,6,0,0,0,0,0,0,1.0,0.3499112377845697,0.7948141187452533,0.0,1.0927777151844624,0.2785064075086451,1.0315391458878589,0.8265475022653476,0.0,1.0,1.0927777151844624,1.0923372447774173,3.631647250787387,0.0,0.0,0.0,0.0,0.0,,-6.138945869632129
14,4,2,3,99,13,603,19,4,642,99,2,0,0,0,1,1,0,0,1.0,0.3935138842374756,0.29795212551094125,1.8657433941960162,0.881637608085636,2.0358731626761237,1.0257010985387802,0.519451101157964,0.7797719220413845,1.0,0.881637608085636,0.6142270177019434,0.0,0.0,0.0,0.48932511799199635,0.8969488399293724,0.0,,-3.4519617740454804
15,0,0,0,12,1,67,6,2,78,12,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.8795825087660891,1.2889847834694985,0.9380343379799099,1.3501522548316311,3.209061371478005,1.0,0.8795825087660891,0.0,0.0,0.0,0.0,4.027522125011047,7.382578913264833,0.0,,-28.412300755605106
16,7,10,0,87,3,480,40,8,527,87,3,0,1,1,4,3,1,0,1.0,0.8389238120318857,1.8148507075713878,0.0,0.9438404339795511,0.5723385945576142,0.9946474160686462,1.3322185436668845,1.8998617607232213,1.0,0.9438404339795511,1.122392064605259,0.0,1.5305776321376396,1.422663815535691,2.384415375718115,3.2780331417532658,1.0473070129938347,,-4.205236164966221
17,5,2,0,44,1,240,10,2,260,44,1,0,1,1,0,0,1,0,1.0,1.2145957388483621,0.7357125560693243,0.0,0.967540759642698,0.3866954350408496,1.0080369005157241,0.6750761274158156,0.9627184114434016,1.0,0.967540759642698,0.7583341257012456,0.0,3.102363123602062,2.8836301184127278,0.0,0.0,2.1228107532605804,,-8.523690226681532
18,5,4,0,49,1,239,13,0,257,49,2,0,0,0,0,0,0,0,1.0,1.2287738992240238,1.488601280762835,0.0,1.0900662608638108,0.39120938953548984,1.0155546854417494,0.8878433115429791,0.0,1.0,1.0900662608638108,1.534372550056995,0.0,0.0,0.0,0.0,0.0,0.0,,-8.623188556175869
19,5,4,0,49,1,239,13,0,257,49,2,0,0,0,0,0,0,0,1.0,1.2287738992240238,1.488601280762835,0.0,1.0900662608638108,0.39120938953548984,1.0155546854417494,0.8878433115429791,0.0,1.0,1.0900662608638108,1.534372550056995,0.0,0.0,0.0,0.0,0.0,0.0,,-8.623188556175869
20,4,2,0,88,6,510,19,0,535,88,0,6,0,0,1,0,0,0,1.0,0.4722166610849707,0.3575425506131295,0.0,0.9404134486246783,1.127560520866776,1.041010070158762,0.6233413213895568,0.0,1.0,0.9404134486246783,0.0,2.450513378568685,0.0,0.0,0.5871901415903956,0.0,0.0,,-4.142354128854577
21,3,0,2,53,10,288,14,2,320,53,0,6,0,0,1,1,0,0,0.0,0.5921154226885765,0.0,2.495431789737172,0.9469255445934928,3.1419004097069023,0.9828359780028311,0.7678990949354901,0.7822087092977639,1.0,0.9469255445934928,0.0,4.09695205479452,0.0,0.0,0.9817085179714428,1.7995036101083033,0.0,,-0.0
22,7,5,1,94,2,566,36,0,608,94,1,14,0,0,0,0,1,0,1.0,0.7271592910210588,0.7865348050083235,0.6566925762466241,0.883922554039606,0.33072635891651603,1.01660300356287,1.0392619329954,0.0,1.0,0.883922554039606,0.32428761954329577,5.031344628695025,0.0,0.0,0.0,0.0,0.9077809142232744,,-3.644999110094076
23,12,7,0,92,12,503,26,10,551,92,7,0,0,0,1,0,0,0,1.0,1.3755131416358946,1.2150606642887205,0.0,0.9546104178622891,2.1896365831714166,0.9969076364900665,0.8282240692070623,2.2713864516813467,1.0,0.9546104178622891,2.50484230267925,0.0,0.0,0.0,0.5701392481866818,0.0,0.0,,-4.022067983552084
24,1,1,0,30,0,168,2,0,171,30,0,0,0,0,0,0,0,0,0.0,0.3693507509948235,0.55931363911703,0.0,1.0030326854350138,0.0,1.0728813794962677,0.2052863077521778,0.0,1.0,1.0030326854350138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0
25,6,9,4,129,6,738,56,18,820,129,3,6,1,1,6,5,0,0,1.0,0.4621388664886451,1.0497362080501331,1.9476540797948658,0.8994267482931289,0.7356644861752748,0.9828359780028311,1.1986717579480823,2.747269613143365,1.0,0.8994267482931289,0.7213422171304531,1.5988105579685934,0.9836761123616293,0.9143217448625721,2.2986345786648417,3.5112265563088845,0.0,,-2.7026334865087787
26,0,1,2,26,0,138,6,0,146,26,0,0,0,0,0,0,0,0,1.0,0.0,0.6550865225274805,5.469439539149965,1.0181468765854045,0.0,1.0322021686787723,0.721314218334707,0.0,1.0,1.0181468765854045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.17917437628218
27,15,9,1,108,6,628,34,18,688,108,1,0,0,0,7,0,1,0,1.0,1.3770126109036664,1.2511390851760311,0.5803329743574818,0.89748099004912,0.8768094166623914,0.9968039311785818,0.8673943265052048,3.274362038920872,1.0,0.89748099004912,0.28657975680570325,0.0,0.0,0.0,3.1962602910698137,0.0,0.8022249939647542,,-3.2211620042691838
28,8,19,1,133,5,883,61,10,959,133,3,6,1,1,7,5,0,0,1.0,0.5268736468831269,1.8949009525456004,0.4163389847319578,0.7929083199460729,0.5241961058947908,1.0054966615415362,1.1164449823581684,1.3050405994540375,1.0,0.7929083199460729,0.6167889656381351,1.3670747210993186,0.841099491278974,0.7817975294966728,2.29304179380191,3.0023000794299115,0.0,,-2.3109066307999986
29,6,1,0,77,0,428,9,2,443,77,1,0,0,0,0,0,0,0,1.0,0.8554263442904942,0.21589758981718316,0.0,0.9937495386849381,0.0,1.055063452684253,0.35658648716772195,0.5650266071676848,1.0,0.9937495386849381,0.4450719473641621,0.0,0.0,0.0,0.0,0.0,0.0,,-5.002617288797287
30,3,6,0,54,0,342,12,4,358,54,0,0,1,1,0,0,1,0,,0.529265182291465,1.6029491445085835,0.0,0.8623839680918918,0.0,1.0432337196678096,0.5883345021054035,1.3983619384094101,1.0,0.8623839680918918,0.0,0.0,2.25311288306295,2.094256510579076,0.0,0.0,1.5417061336529354,,
31,1,7,0,73,1,384,29,4,415,73,1,10,0,0,2,2,0,0,-1.0,0.15219030944605985,1.613249219332735,0.0,1.005691326287974,0.2422670195436648,1.0104659050952802,1.226523855594036,1.2062977685555876,1.0,1.005691326287974,0.475100898029696,5.26515926720581,0.0,0.0,1.5139601241005383,2.7751380975164195,0.0,,5.340143274547467
32,3,5,0,61,2,365,17,0,379,61,2,0,0,0,0,0,0,0,1.0,0.4999391431671359,1.2617761515700812,0.0,0.9201964768489559,0.5305583805309809,1.0517007680182742,0.7872919480680487,0.0,1.0,0.9201964768489559,1.0404584310412868,0.0,0.0,0.0,0.0,0.0,0.0,,-5.847386435190497
33,3,3,1,43,0,245,9,0,258,43,2,0,0,0,0,0,0,0,1.0,0.7344067258152887,1.112123631267583,1.5475545982866181,0.952881051163263,0.0,1.0370147054724101,0.6122783481213211,0.0,1.0,0.952881051163263,1.5284253696304173,0.0,0.0,0.0,0.0,0.0,0.0,,-8.589765344717824
34,6,16,0,104,4,597,34,2,640,104,2,6,0,0,0,0,1,0,,0.5921154226885765,2.3910658072253037,0.0,0.9290590248841816,0.6283800819413805,1.018668539700851,0.9324489009930952,0.39110435464888194,1.0,0.9290590248841816,0.616146477132262,2.04847602739726,0.0,0.0,0.0,0.0,0.8623918685121108,,
35,1,2,0,22,0,103,7,0,109,22,1,0,0,0,0,0,0,0,,0.5794401689918792,1.7549106842020579,0.0,1.153947694986704,0.0,1.0319276833261122,1.1271913320153983,0.0,1.0,1.153947694986704,1.8088703915809528,0.0,0.0,0.0,0.0,0.0,0.0,,
36,1,2,1,29,0,137,8,0,147,29,1,0,0,0,1,0,0,0,1.0,0.4296529144225498,1.301260303251866,2.7161162337275337,1.1279000197442706,0.0,1.017751541847225,0.9552097585203375,0.0,1.0,1.1279000197442706,1.341271242736897,0.0,0.0,0.0,2.1370525561283107,0.0,0.0,,-15.075914686647607
37,2,1,1,34,0,157,6,0,165,34,0,0,1,1,0,0,0,0,1.0,0.7655633747892706,0.5796523169031039,2.419812644593621,1.1781074814382162,0.0,1.03909258280434,0.6382537931931347,0.0,1.0,1.1781074814382162,0.0,0.0,4.888572194766885,4.543902004771571,0.0,0.0,0.0,,-13.431269448104233
38,2,4,0,21,0,116,8,0,126,21,0,0,0,0,0,0,0,0,1.0,1.0025234669859495,3.0362740409210205,0.0,0.952881051163263,0.0,1.0053701362286456,1.1144113849403938,0.0,1.0,0.952881051163263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.58856713442221
39,7,14,4,230,6,1534,93,17,1638,230,11,6,4,4,10,8,1,0,1.0,0.2699101641885249,0.8174583956325825,0.9750160839021916,0.8027935595880972,0.368281366705571,1.0227041040946567,0.9965409499947753,1.2989057932172878,1.0,0.8027935595880972,1.3240754575736033,0.8003813538060114,1.9697543641917852,1.8308762656588746,1.917867678576689,2.8124110145770795,0.3369540878191397,,-1.3529667026478622
40,6,4,0,91,2,547,15,2,569,91,3,0,0,0,0,0,0,0,1.0,0.6659997724440931,0.672355938762827,0.0,0.9143638909229204,0.35339477367529304,1.049816988805992,0.46270595727973296,0.43990647974566677,1.0,0.9143638909229204,1.039544144195029,0.0,0.0,0.0,0.0,0.0,0.0,,-3.8948320895205595
41,6,12,9,113,30,587,51,8,685,113,13,0,1,1,2,0,0,0,1.0,0.5532173292272832,1.6754913685666362,5.245871207622668,0.9431435805674341,4.403247289516243,0.935806519201398,1.3067897006618558,1.461645471388522,1.0,0.9431435805674341,3.741853058204686,0.0,1.1775392877905635,1.0945165412953417,0.917216717520764,0.0,0.0,,-3.2352692831199974
42,10,6,5,164,5,991,47,8,1057,164,4,0,2,2,4,4,0,0,,0.5975305432366588,0.542909927846805,1.888690096300603,0.8870718584149961,0.47559514243434664,1.0238520489864456,0.7804569798506401,0.9472347662262418,1.0,0.8870718584149961,0.7461376449662208,0.0,1.5262335139764165,1.4186259806760817,1.1888239385084642,2.179152905334558,0.0,,
43,4,4,0,55,5,333,40,8,381,55,3,10,1,1,4,4,0,0,1.0,0.6630863876127541,1.0041221237691564,0.0,0.8253300443146374,1.3194332429215339,0.9544601361182349,1.8427274869093127,2.6278927766434057,1.0,0.8253300443146374,1.5524950604907388,5.735015999712364,2.1170981945840843,1.9678315768695778,3.298128354339755,6.045576432909785,0.0,,-5.816691493273487
44,0,1,17,23,0,109,19,0,129,23,0,0,0,0,0,0,0,0,1.0,0.0,0.7414157541783887,52.61685634174503,1.019361124500235,0.0,0.9227314522162668,2.5851752476233556,0.0,1.0,1.019361124500235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.179530689435648
45,5,6,0,80,0,466,19,0,486,80,3,0,0,0,1,0,0,0,1.0,0.6497837286020044,1.1807732381359524,0.0,0.941117087568655,0.0,1.0471000588690427,0.6861884916531129,0.0,1.0,0.941117087568655,1.217079461001999,0.0,0.0,0.0,0.6463924398165879,0.0,0.0,,-4.559998886702055
46,3,1,0,35,0,170,5,0,178,35,0,0,0,0,0,0,0,0,1.0,1.0644771643839577,0.5373181589270345,0.0,1.1241855097993554,0.0,1.0429595272189842,0.4930331267643596,0.0,1.0,1.1241855097993554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.450334038973024
47,10,8,0,69,1,340,23,7,376,69,2,0,0,0,0,0,1,0,1.0,1.6797600643647561,2.034949623170471,0.0,1.0491828595255077,0.2673957795495236,0.9874829566222298,1.073658309028345,2.329983389397594,1.0,1.0491828595255077,1.0487599610761906,0.0,0.0,0.0,0.0,0.0,1.4679010527865715,,-5.8940411141946765
48,3,4,0,73,4,417,23,0,444,73,2,6,1,1,0,0,0,0,1.0,0.4267498541899651,0.8616453359370463,0.0,0.9400042802015975,0.9057730910866746,1.0256321392071586,0.9092241535915713,0.0,1.0,0.9400042802015975,0.8881390661365939,2.9527582376897445,1.8166991264336398,1.6886122315029486,0.0,0.0,0.0,,-4.991350132741438
49,5,4,2,33,0,156,12,0,170,33,0,0,0,0,0,0,1,0,1.0,1.8576170123563185,2.250414877388521,4.697283368917029,1.1098261654725066,0.0,1.002107271689161,1.2389632456102027,0.0,1.0,1.1098261654725066,0.0,0.0,0.0,0.0,0.0,0.0,3.2466517402808877,,-13.036232111395284
50,5,4,2,33,0,156,12,0,170,33,0,0,0,0,0,0,1,0,1.0,1.8576170123563185,2.250414877388521,4.697283368917029,1.1098261654725066,0.0,1.002107271689161,1.2389632456102027,0.0,1.0,1.1098261654725066,0.0,0.0,0.0,0.0,0.0,0.0,3.2466517402808877,,-13.036232111395284
51,7,19,0,120,6,658,45,4,722,120,1,10,0,0,2,0,0,0,1.0,0.6123446661229969,2.516911376026635,0.0,0.9502414914647499,0.8355192225259354,0.9952386480853537,1.0939599294688422,0.693370601039569,1.0,0.9502414914647499,0.27308431119435433,3.0263727089894887,0.0,0.0,0.870212536705988,0.0,0.0,,-3.0694729348160643
52,7,19,0,120,6,658,45,4,722,120,1,10,0,0,2,0,0,0,1.0,0.6123446661229969,2.516911376026635,0.0,0.9502414914647499,0.8355192225259354,0.9952386480853537,1.0939599294688422,0.693370601039569,1.0,0.9502414914647499,0.27308431119435433,3.0263727089894887,0.0,0.0,0.870212536705988,0.0,0.0,,-3.0694729348160643
53,1,3,0,27,0,131,5,0,135,27,0,0,0,0,0,0,0,0,1.0,0.4678442845934432,2.125391828644714,0.0,1.1434572613959157,0.0,1.059683235542147,0.6500733078818964,0.0,1.0,1.1434572613959157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-16.415995992127396
54,3,0,0,57,3,304,13,6,330,57,1,0,0,0,2,2,0,0,1.0,0.574172531091953,0.0,0.0,0.9875312712055636,0.9140073919147352,1.0060004623328642,0.6914416092925625,2.2755162452298583,1.0,0.9875312712055636,0.5974753717646177,0.0,0.0,0.0,1.9039195500052222,3.489946395361558,0.0,,-6.715634724052117
55,14,10,2,183,6,1073,68,6,1156,183,13,6,3,3,2,1,0,0,1.0,0.7649011227349547,0.8273584108046034,0.6907769660172102,0.90507214029175,0.5218381303319423,1.0136322610505937,1.0324693713418356,0.6495850873061014,1.0,0.90507214029175,2.2172745197839188,1.134104375029625,2.0932899968941245,1.9457019830120479,0.5435064459357468,0.498132487227212,0.0,,-1.9170929575581301
56,7,6,0,89,6,529,35,10,582,89,0,0,0,0,5,5,0,0,-1.0,0.7596440703450238,0.9860065184434241,0.0,0.8742929232322725,1.0365032279445452,0.9925930362036992,1.0555314019731823,2.1504019499594884,1.0,0.8742929232322725,0.0,0.0,0.0,0.0,2.6988550322238978,4.9470889624970535,0.0,,3.8078341218852203
57,0,3,1,47,0,236,8,2,248,47,3,0,1,1,0,0,0,0,1.0,0.0,1.15696732607676,1.6099559933788206,1.083517969467904,0.0,1.0391993315800543,0.5661928810584259,1.0093015603842113,1.0,1.083517969467904,2.3850831372861756,0.0,3.252477468292484,3.0231606080133435,0.0,0.0,0.0,,-8.936126850553219
58,4,7,0,112,3,646,33,6,687,112,2,0,1,1,3,3,0,0,1.0,0.36773786561930033,0.9745246375881877,0.0,0.9320757880374277,0.4390428520114449,1.026867284149812,0.843108176597918,1.093042737883338,1.0,0.9320757880374277,0.5739938069354407,0.0,1.1741112258173743,1.0913301758184997,1.3718197631041993,2.5145901975312532,0.0,,-3.2258507408110604
59,1,0,0,13,0,59,2,0,62,13,0,0,0,0,0,0,0,0,1.0,1.0186932003244327,0.0,0.0,1.1987858385602344,0.0,1.0391993315800543,0.5661928810584259,0.0,1.0,1.1987858385602344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-35.744507402212875
60,0,0,1,13,0,80,2,0,83,13,1,0,0,0,0,0,0,0,1.0,0.0,0.0,4.8104709199752715,0.8954785782016208,0.0,1.0525686511409167,0.4229392605496676,0.0,1.0,0.8954785782016208,2.3755044901484803,0.0,0.0,0.0,0.0,0.0,0.0,,-26.700716372737332
61,7,16,0,121,8,705,55,2,772,121,5,18,0,0,4,0,0,0,-1.0,0.5726850374880877,1.982230721015796,0.0,0.8961031646949859,1.04187371099089,0.9972644854519227,1.250464847415306,0.32423158934622337,1.0,0.8961031646949859,1.2769875173725636,5.094655404925828,0.0,0.0,1.627703242232444,0.0,0.0,,2.8706728742709826
62,0,0,0,8,0,41,0,0,41,8,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.1155680598984545,0.0,1.0920399755587011,0.0,0.0,1.0,1.1155680598984545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-54.05266973017557
63,5,9,3,76,28,423,30,4,489,76,1,6,1,1,0,0,0,0,,0.6457973253590473,1.7602938458100397,2.4495035972880217,0.8885761949497915,5.756938174023282,0.944648077017036,1.0768085467982333,1.0237496399807133,1.0,0.8885761949497915,0.4032042386141592,2.6810320194974366,1.6495182252280902,1.533218467867708,0.0,0.0,0.0,,
64,0,2,0,116,48,662,12,4,730,116,0,0,0,0,2,2,0,0,1.0,0.0,0.2620346090109922,0.0,0.9085002898762071,6.610902779876441,0.9903157038628222,0.2885256873338828,0.6857720191103682,1.0,0.9085002898762071,0.0,0.0,0.0,0.0,0.8606759609612649,1.577647000642896,0.0,,-3.035834875256436
65,4,4,0,84,7,469,20,2,497,84,0,0,1,1,1,1,0,0,1.0,0.5083217579083689,0.7697596160081461,0.0,0.966301911038802,1.416067790290435,1.0305165966539855,0.7063170749622215,0.5036353862681779,1.0,0.966301911038802,0.0,0.0,1.6229666240171754,1.5085388949442842,0.6320859673055568,1.158634115160276,0.0,,-4.459073358022533
66,2,4,0,44,0,257,10,0,269,44,0,0,0,0,0,0,0,0,1.0,0.46958348267743366,1.422195275673043,0.0,0.9351695074613438,0.0,1.0433244376155622,0.6524899372792269,0.0,1.0,0.9351695074613438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.238510999766536
67,7,11,1,72,1,426,25,2,460,72,2,0,0,0,1,0,0,0,0.0,0.9611148890017475,2.2871064243024644,0.8679762746911902,0.8948795958750646,0.21856698502308888,1.0113239773652318,0.9539119191745219,0.5441451890767053,1.0,0.8948795958750646,0.8572472725318427,0.0,0.0,0.0,0.6829276646757863,0.0,0.0,,-0.0
68,1,4,0,15,0,89,6,0,95,15,0,0,0,0,0,0,0,0,0.0,0.6648313517906824,4.027058201642617,0.0,0.9027294168915124,0.0,1.023069029733941,1.1085460618617602,0.0,1.0,0.9027294168915124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0
69,6,4,1,69,2,342,15,0,365,69,1,0,0,0,1,0,1,0,1.0,1.0382297822484627,1.0481384360439687,1.0938879078299932,1.0808020689906601,0.5509085649897034,1.023226497646783,0.721314218334707,0.0,1.0,1.0808020689906601,0.5401832128282845,0.0,0.0,0.0,0.8606759609612649,0.0,1.5121391667061668,,-6.071669750512872
70,2,1,1,57,1,313,17,0,337,57,3,6,1,1,0,0,0,0,1.0,0.3748307324635895,0.2838060305311933,1.1847747369672033,0.9670187522190979,0.2983406917229106,1.0142685826405742,0.8854114193406245,0.0,1.0,0.9670187522190979,1.7551947123055536,3.8902808828909397,2.3935145760728074,2.2247591418021044,0.0,0.0,0.0,,-6.57614082770682
71,2,2,0,27,0,167,8,0,173,27,0,0,0,0,0,0,0,0,1.0,0.7301616002325413,1.1056951709712386,0.0,0.8922932386615527,0.0,1.054165756753197,0.8116522225577435,0.0,1.0,0.8922932386615527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.810170282873978
72,10,19,0,139,3,815,57,4,881,139,9,10,0,0,0,0,0,0,1.0,0.7169010036335395,2.062667438696062,0.0,0.9020463072306032,0.3423637222836125,1.0102299433375044,1.1355991155848337,0.5682333416010996,1.0,0.9020463072306032,2.014190526834182,2.4801828557212384,0.0,0.0,0.0,0.0,0.0,,-2.5155044936858095
73,4,0,0,49,0,337,6,0,344,49,0,0,0,0,0,0,0,0,1.0,0.7344067258152887,0.0,0.0,0.8143808983779052,0.0,1.0698182318700067,0.30613917406066055,0.0,1.0,0.8143808983779052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-6.4423240085383675
74,4,0,0,54,3,282,11,2,294,54,0,0,0,0,1,1,0,0,1.0,0.8593058288450997,0.0,0.0,1.050113811486045,1.0259266643940905,1.0474669153318155,0.6567067089827321,0.851383629167634,1.0,1.050113811486045,0.0,0.0,0.0,0.0,1.0685262780641553,1.9586433851518945,0.0,,-7.537957343323804
75,3,3,0,46,1,243,9,0,256,46,0,0,0,0,0,0,0,0,1.0,0.7401442783607206,1.1208120971368611,0.0,1.0273248832853932,0.3927375512133628,1.036584820549861,0.6170617727160189,0.0,1.0,1.0273248832853932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.656872886473431
76,1,2,0,23,0,120,5,0,126,23,0,0,1,1,0,0,0,0,1.0,0.5012617334929748,1.5181370204605102,0.0,1.0436316274645263,0.0,1.0400380719606677,0.6965071155877461,0.0,1.0,1.0436316274645263,0.0,0.0,6.401701683623302,5.950347863391342,0.0,0.0,0.0,,-17.58856713442221
77,7,2,0,101,22,531,19,4,585,101,5,0,1,1,1,0,1,0,1.0,0.7557484597278697,0.326983358253033,0.0,0.9870870376152777,3.7810220315105285,0.9912362855071287,0.5700642853733554,0.8557496990608014,1.0,0.9870870376152777,1.685186946002768,0.0,1.3788280549342498,1.2816133859612122,0.5370029500014729,0.0,0.9434714458935912,,-3.7883067674140145
78,10,6,0,66,0,355,20,0,384,66,1,0,0,0,2,0,1,0,1.0,1.6447650630238237,1.4944161295158147,0.0,0.9826585840121151,0.0,1.009568206571195,0.9141655892089169,0.0,1.0,0.9826585840121151,0.5134553976102183,0.0,0.0,0.0,1.6361808632857378,0.0,1.4373197808535179,,-5.771248590982287
79,1,0,0,25,0,145,8,0,157,25,0,0,1,1,0,0,0,0,1.0,0.40228648675232376,0.0,0.0,0.91039590875471,0.0,1.008571951949119,0.8943683726273225,0.0,1.0,0.91039590875471,0.0,0.0,5.137671414882395,4.77543841265802,0.0,0.0,0.0,,-14.115665343549034
80,4,0,0,10,0,56,5,0,62,10,0,0,0,0,0,0,1,0,-1.0,4.074772801297731,0.0,0.0,0.9221429527386418,0.0,0.9863586876014074,1.4154822026460647,0.0,1.0,0.9221429527386418,0.0,0.0,0.0,0.0,0.0,0.0,8.902109610447594,,35.744507402212875
81,6,16,0,127,20,772,55,4,865,127,5,14,3,3,3,0,0,0,1.0,0.4380969601395248,1.769112273553982,0.0,0.8394166022964238,2.3246430777022167,0.9746298972616385,1.1160218060168972,0.5787440161278252,1.0,0.8394166022964238,1.1396929056781724,3.536482698550954,2.7975066316874084,2.600267621227662,1.089526216476977,0.0,0.0,,-2.562034056574796
