,Unnamed: 0,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree,Unnamed: 0REL,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL
31,31,1,7,0,73,1,384,29,4,415,73,1,10,0,0,2,2,0,0,-1.0,1.1968770687725032,15.789744605028707,167.37460650577125,0.0,104.34047510237731,25.13520327765522,104.83583765363531,127.25185001788122,125.1533934876422,103.75,104.34047510237731,49.29171817058096,546.2602739726027,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
32,32,3,5,0,61,2,365,17,0,379,61,2,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,,,,,,,
33,33,3,3,1,43,0,245,9,0,258,43,2,0,0,0,0,0,0,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,,,,,,
34,34,6,16,0,104,4,597,34,2,640,104,2,6,0,0,0,0,1,0,,2.625407763759039,189.47693526034448,765.1410583120971,0.0,297.2988879629381,201.08162622124175,325.9739327042723,298.38364831779046,125.1533934876422,320.0,297.2988879629381,197.16687268232383,655.5123287671233,0.0,0.0,0.0,0.0,275.96539792387546,
35,35,1,2,0,22,0,103,7,0,109,22,1,0,0,0,0,0,0,0,,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,,,,
36,36,1,2,1,29,0,137,8,0,147,29,1,0,0,0,1,0,0,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,,,inf,,,
37,37,2,1,1,34,0,157,6,0,165,34,0,0,1,1,0,0,0,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,,,inf,inf,,,,
38,38,2,4,0,21,0,116,8,0,126,21,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
39,39,7,14,4,230,6,1534,93,17,1638,230,11,6,4,4,10,8,1,0,1.0,0.35429378126852085,26.006638172988456,78.76452070859823,93.94566737834059,77.35152062384137,35.48499286257208,98.54054838276751,96.0196515347907,125.1533934876422,96.3529411764706,77.35152062384137,127.57856467679778,77.11909750201451,189.7916263850673,176.41031312642568,184.79219161815394,270.98407305160333,32.466517402808876,
40,40,6,4,0,91,2,547,15,2,569,91,3,0,0,0,0,0,0,0,1.0,3.088715016187105,189.47693526034448,191.28526457802428,0.0,260.13652696757083,100.54081311062087,298.67293331530476,131.63984484608403,125.1533934876422,284.5,260.13652696757083,295.7503090234858,0.0,0.0,0.0,0.0,0.0,0.0,
41,41,6,12,9,113,30,587,51,8,685,113,13,0,1,1,2,0,0,0,1.0,0.7914832228979456,47.36923381508612,143.46394843351823,449.17772215269093,80.75666908608655,377.0280491648283,80.1284332066197,111.89386811917142,125.1533934876422,85.625,80.75666908608655,320.39616810877624,0.0,100.82680151706701,93.71797884841365,78.53668143771542,0.0,0.0,
42,42,10,6,5,164,5,991,47,8,1057,164,4,0,2,2,4,4,0,0,,0.810787691749115,78.94872302514354,71.73197421675911,249.54317897371718,117.20436929308137,62.83800819413805,135.27645197233412,103.11787846276582,125.1533934876422,132.125,117.20436929308137,98.58343634116191,0.0,201.65360303413402,187.4359576968273,157.07336287543083,287.9205776173285,0.0,
43,43,4,4,0,55,5,333,40,8,381,55,3,10,1,1,4,4,0,0,1.0,0.8300921606002845,31.579489210057414,47.82131614450607,0.0,39.306343360484604,62.83800819413805,45.45616398263093,87.75989656405602,125.1533934876422,47.625,39.306343360484604,73.93757725587145,273.13013698630135,100.82680151706701,93.71797884841365,157.07336287543083,287.9205776173285,0.0,
44,44,0,1,17,23,0,109,19,0,129,23,0,0,0,0,0,0,0,0,1.0,inf,,inf,inf,inf,,inf,inf,,inf,inf,,,,,,,,
45,45,5,6,0,80,0,466,19,0,486,80,3,0,0,0,1,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,inf,,,
46,46,3,1,0,35,0,170,5,0,178,35,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
47,47,10,8,0,69,1,340,23,7,376,69,2,0,0,0,0,0,1,0,1.0,1.0369257554342424,90.22711202873548,109.30586547315673,0.0,56.35610788308442,14.362973301517268,53.04194166999405,57.67078917066538,125.1533934876422,53.714285714285715,56.35610788308442,56.33339219494967,0.0,0.0,0.0,0.0,0.0,78.84725654967869,
48,48,3,4,0,73,4,417,23,0,444,73,2,6,1,1,0,0,0,0,1.0,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,
49,49,5,4,2,33,0,156,12,0,170,33,0,0,0,0,0,0,1,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,,,,,,,inf,
50,50,5,4,2,33,0,156,12,0,170,33,0,0,0,0,0,0,1,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,,,,,,,inf,
51,51,7,19,0,120,6,658,45,4,722,120,1,10,0,0,2,0,0,0,1.0,1.9690558228192794,110.52821223520095,454.3025033728077,0.0,171.51858920938736,150.81121966593133,179.64057597940635,197.45976726912605,125.1533934876422,180.5,171.51858920938736,49.29171817058096,546.2602739726027,0.0,0.0,157.07336287543083,0.0,0.0,
52,52,7,19,0,120,6,658,45,4,722,120,1,10,0,0,2,0,0,0,1.0,2.0076647605216182,110.52821223520095,454.3025033728077,0.0,171.51858920938736,150.81121966593133,179.64057597940635,197.45976726912605,125.1533934876422,180.5,171.51858920938736,49.29171817058096,546.2602739726027,0.0,0.0,157.07336287543083,0.0,0.0,
53,53,1,3,0,27,0,131,5,0,135,27,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
54,54,3,0,0,57,3,304,13,6,330,57,1,0,0,0,2,2,0,0,1.0,1.3899217572841973,31.579489210057414,0.0,0.0,54.314219916306,50.27040655531044,55.33002542830752,38.02928851109094,125.1533934876422,55.0,54.314219916306,32.86114544705397,0.0,0.0,0.0,104.71557525028722,191.94705174488567,0.0,
55,55,14,10,2,183,6,1073,68,6,1156,183,13,6,3,3,2,1,0,0,1.0,1.4156610490857564,147.3709496469346,159.40438714835358,133.08969545264915,174.37723236287715,100.54081311062087,195.2931489624144,198.92243221186033,125.1533934876422,192.66666666666666,174.37723236287715,427.1948908117016,218.5041095890411,403.30720606826804,374.8719153936546,104.71557525028722,95.97352587244283,0.0,
56,56,7,6,0,89,6,529,35,10,582,89,0,0,0,0,5,5,0,0,-1.0,0.8648402045323893,44.21128489408038,57.38557937340728,0.0,50.88384813211825,60.32448786637253,57.76891470705529,61.43192759483921,125.1533934876422,58.2,50.88384813211825,0.0,0.0,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
57,57,0,3,1,47,0,236,8,2,248,47,3,0,1,1,0,0,0,0,1.0,4.401418898066624,0.0,143.46394843351823,199.63454317897376,134.3562282140201,0.0,128.86071711592675,70.20791725124481,125.1533934876422,124.0,134.3562282140201,295.7503090234858,0.0,403.30720606826804,374.8719153936546,0.0,0.0,0.0,
58,58,4,7,0,112,3,646,33,6,687,112,2,0,1,1,3,3,0,0,1.0,1.492878924490434,42.105985613409885,111.58307100384751,0.0,106.72267773028548,50.27040655531044,117.5763040351535,96.53588622046162,125.1533934876422,114.5,106.72267773028548,65.72229089410794,0.0,134.43573535608934,124.95730513121819,157.07336287543083,287.9205776173285,0.0,
59,59,1,0,0,13,0,59,2,0,62,13,0,0,0,0,0,0,0,0,1.0,inf,inf,,,inf,,inf,inf,,inf,inf,,,,,,,,
60,60,0,0,1,13,0,80,2,0,83,13,1,0,0,0,0,0,0,0,1.0,inf,,,inf,inf,,inf,inf,,inf,inf,inf,,,,,,,
61,61,7,16,0,121,8,705,55,2,772,121,5,18,0,0,4,0,0,0,-1.0,4.710290399685335,221.0564244704019,765.1410583120971,0.0,345.89582157226454,402.1632524424835,384.9440913844422,482.6794311023081,125.1533934876422,386.0,345.89582157226454,492.9171817058096,1966.5369863013698,0.0,0.0,628.2934515017233,0.0,0.0,
62,62,0,0,0,8,0,41,0,0,41,8,0,0,0,0,0,0,0,0,1.0,inf,,,,inf,,inf,,,inf,inf,,,,,,,,
63,63,5,9,3,76,28,423,30,4,489,76,1,6,1,1,0,0,0,0,,2.4323630752473453,78.94872302514354,215.19592265027734,299.4518147684606,108.628439832612,703.7856917743462,115.48322741533265,131.63984484608403,125.1533934876422,122.25,108.628439832612,49.29171817058096,327.75616438356167,201.65360303413402,187.4359576968273,0.0,0.0,0.0,
64,64,0,2,0,116,48,662,12,4,730,116,0,0,0,0,2,2,0,0,1.0,2.470972012949684,0.0,47.82131614450607,0.0,165.8013029024078,1206.4897573274507,180.73261595496504,52.65593793843361,125.1533934876422,182.5,165.8013029024078,0.0,0.0,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
65,65,4,4,0,84,7,469,20,2,497,84,0,0,1,1,1,1,0,0,1.0,5.019161901304045,126.31795684022966,191.28526457802428,0.0,240.1260248931423,351.8928458871731,256.0833742685154,175.51979312811204,125.1533934876422,248.5,240.1260248931423,0.0,0.0,403.30720606826804,374.8719153936546,157.07336287543083,287.9205776173285,0.0,
66,66,2,4,0,44,0,257,10,0,269,44,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
67,67,7,11,1,72,1,426,25,2,460,72,2,0,0,0,1,0,0,0,0.0,5.173597652113401,221.0564244704019,526.0344775895668,199.63454317897376,205.82230705126483,50.27040655531044,232.60451479400334,219.39974141014005,125.1533934876422,230.0,205.82230705126483,197.16687268232383,0.0,0.0,0.0,157.07336287543083,0.0,0.0,
68,68,1,4,0,15,0,89,6,0,95,15,0,0,0,0,0,0,0,0,0.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
69,69,6,4,1,69,2,342,15,0,365,69,1,0,0,0,1,0,1,0,1.0,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,,,,inf,,inf,
70,70,2,1,1,57,1,313,17,0,337,57,3,6,1,1,0,0,0,0,1.0,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,
71,71,2,2,0,27,0,167,8,0,173,27,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,,,,
72,72,10,19,0,139,3,815,57,4,881,139,9,10,0,0,0,0,0,0,1.0,2.7798435145683946,157.89744605028707,454.3025033728077,0.0,198.67569916754036,75.40560983296567,222.50314502008536,250.11570520755964,125.1533934876422,220.25,198.67569916754036,443.6254635352286,546.2602739726027,0.0,0.0,0.0,0.0,0.0,
73,73,4,0,0,49,0,337,6,0,344,49,0,0,0,0,0,0,0,0,1.0,inf,inf,,,inf,,inf,inf,,inf,inf,,,,,,,,
74,74,4,0,0,54,3,282,11,2,294,54,0,0,0,0,1,1,0,0,1.0,5.714122779946144,126.31795684022966,0.0,0.0,154.36673028844862,150.81121966593133,153.97763655377688,96.53588622046162,125.1533934876422,147.0,154.36673028844862,0.0,0.0,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
75,75,3,3,0,46,1,243,9,0,256,46,0,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,,,,,,,,
76,76,1,2,0,23,0,120,5,0,126,23,0,0,1,1,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,inf,inf,,,,
77,77,7,2,0,101,22,531,19,4,585,101,5,0,1,1,1,0,1,0,1.0,2.9728882030800885,110.52821223520095,47.82131614450607,0.0,144.36147925123436,552.9744721084148,144.9683067554176,83.37190173585321,125.1533934876422,146.25,144.36147925123436,246.4585908529048,0.0,201.65360303413402,187.4359576968273,78.53668143771542,0.0,137.98269896193773,
78,78,10,6,0,66,0,355,20,0,384,66,1,0,0,0,2,0,1,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,inf,,inf,
79,79,1,0,0,25,0,145,8,0,157,25,0,0,1,1,0,0,0,0,1.0,inf,inf,,,inf,,inf,inf,,inf,inf,,,inf,inf,,,,
80,80,4,0,0,10,0,56,5,0,62,10,0,0,0,0,0,0,1,0,-1.0,inf,inf,,,inf,,inf,inf,,inf,inf,,,,,,,inf,
81,81,6,16,0,127,20,772,55,4,865,127,5,14,3,3,3,0,0,0,1.0,3.127323953889444,94.73846763017224,382.57052915604856,0.0,181.52384024660162,502.7040655531044,210.76371528282934,241.33971555115406,125.1533934876422,216.25,181.52384024660162,246.4585908529048,764.7643835616439,604.9608091024021,562.3078730904818,235.61004431314626,0.0,0.0,
82,82,8,3,1,63,0,337,17,0,357,63,1,0,1,1,0,0,1,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,inf,inf,,,inf,
83,83,1,0,0,14,6,70,4,0,81,14,0,0,0,0,0,0,0,0,1.0,inf,inf,,,inf,inf,inf,inf,,inf,inf,,,,,,,,
84,84,3,1,0,23,0,127,7,0,136,23,1,0,0,0,0,0,0,0,0.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,,,,
85,85,0,0,0,42,4,189,14,0,211,42,2,10,1,1,0,0,0,0,1.0,inf,,,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,
86,86,3,6,0,40,3,221,22,0,246,40,1,10,1,1,0,0,0,0,,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,
87,87,5,0,0,68,3,441,22,0,466,68,0,10,2,2,1,0,1,0,1.0,inf,inf,,,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,inf,,inf,
88,88,8,1,0,34,0,185,10,0,196,34,1,0,0,0,0,0,2,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,,,inf,
89,89,4,5,5,108,0,655,43,2,707,108,1,10,2,2,5,1,0,0,1.0,6.872390911016309,126.31795684022966,239.10658072253037,998.1727158948687,308.73346057689724,0.0,357.6430919954746,377.36755522544087,125.1533934876422,353.5,308.73346057689724,98.58343634116191,1092.5205479452054,806.6144121365361,749.7438307873092,785.3668143771541,287.9205776173285,0.0,
90,90,4,7,5,82,41,399,45,11,508,82,2,10,4,4,4,1,0,0,1.0,1.2635652338947247,22.96690124367812,60.863493274825906,181.48594834452157,42.61977065202959,374.74303068504145,39.61126820435653,71.80355173422765,125.1533934876422,46.18181818181818,42.61977065202959,35.84852230587706,198.640099626401,293.31433168601313,272.63412028629426,114.23517300031334,52.34919593042337,0.0,
91,91,6,3,0,58,3,296,30,8,333,58,1,6,0,0,3,2,1,0,0.0,1.7567066654564159,47.36923381508612,35.86598710837956,0.0,41.45032572560195,37.70280491648283,40.40547909567194,65.81992242304202,125.1533934876422,41.625,41.45032572560195,24.64585908529048,163.87808219178083,0.0,0.0,117.80502215657313,143.96028880866425,68.99134948096886,
92,92,11,12,0,175,5,1360,82,13,1456,175,0,0,3,6,21,5,0,0,1.0,1.0929299288046679,53.44221250932793,88.28550672831891,0.0,76.96346951703279,38.669543504084956,114.24418205844873,110.71248489619374,125.1533934876422,112.0,76.96346951703279,0.0,0.0,186.14178741612372,346.03561420952735,507.46778775139194,221.47736739794502,0.0,
93,93,3,10,4,86,1,514,25,0,543,86,0,6,0,0,0,0,1,0,1.0,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,,inf,,,,,inf,
94,94,3,1,0,48,2,303,17,1,325,48,0,6,1,1,3,0,0,0,1.0,14.516960576079393,189.47693526034448,95.64263228901214,0.0,274.4297427350198,201.08162622124175,330.88811259428644,298.38364831779046,125.1533934876422,325.0,274.4297427350198,0.0,1311.0246575342467,806.6144121365361,749.7438307873092,942.440177252585,0.0,0.0,
95,95,9,1,0,100,10,559,25,5,601,100,2,0,0,0,3,2,1,0,1.0,2.9342792653777496,113.6861611562067,19.12852645780243,0.0,114.34572613959158,201.08162622124175,122.0900692674628,87.75989656405602,125.1533934876422,120.2,114.34572613959158,78.86674907292954,0.0,0.0,0.0,188.488035450517,230.33646209386282,110.38615916955018,
96,96,3,4,0,75,0,356,12,0,376,75,2,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,,,,
97,97,0,2,0,21,0,142,8,4,154,21,0,0,0,0,2,2,0,0,-1.0,3.745066957126865,0.0,47.82131614450607,0.0,30.015753111642788,0.0,38.76741913233389,35.103958625622404,125.1533934876422,38.5,30.015753111642788,0.0,0.0,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
98,98,5,9,1,81,0,459,21,0,484,81,2,0,1,1,0,0,1,0,,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,inf,inf,,,inf,
99,99,5,12,0,70,0,426,32,0,458,70,0,0,0,0,4,0,0,0,-1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,,,,,inf,,,
100,100,9,4,0,95,1,588,29,6,634,95,0,0,0,0,5,2,0,0,-1.0,2.573929180155921,94.73846763017224,63.76175485934143,0.0,90.52369986051,16.756802185103478,107.01991760475272,84.83456667858748,125.1533934876422,105.66666666666667,90.52369986051,0.0,0.0,0.0,0.0,261.78893812571806,191.94705174488567,0.0,
101,101,16,8,0,125,11,663,30,2,713,125,1,0,1,1,0,0,3,0,1.0,7.79900541587244,505.2718273609186,382.57052915604856,0.0,357.33039418622366,552.9744721084148,362.0112518977094,263.27968969216806,125.1533934876422,356.5,357.33039418622366,98.58343634116191,0.0,403.30720606826804,374.8719153936546,0.0,0.0,827.8961937716263,
102,102,1,3,0,54,0,293,10,0,308,54,2,0,0,0,0,0,0,0,1.0,inf,inf,inf,,inf,,inf,inf,,inf,inf,inf,,,,,,,
103,103,1,1,0,19,1,105,9,2,115,19,1,0,0,0,1,1,0,0,1.0,7.953441166681795,31.579489210057414,47.82131614450607,0.0,54.314219916306,50.27040655531044,57.33209871683181,78.98390690765042,125.1533934876422,57.5,54.314219916306,98.58343634116191,0.0,0.0,0.0,157.07336287543083,287.9205776173285,0.0,
104,104,2,9,3,61,0,401,22,0,423,61,4,0,0,0,0,0,0,0,1.0,inf,inf,inf,inf,inf,,inf,inf,,inf,inf,inf,,,,,,,
105,105,7,20,0,115,4,667,41,2,717,115,3,6,0,0,0,0,1,0,,8.10787691749115,221.0564244704019,956.4263228901215,0.0,328.7439626513258,201.08162622124175,364.19533184882687,359.81557591262964,125.1533934876422,358.5,328.7439626513258,295.7503090234858,655.5123287671233,0.0,0.0,0.0,0.0,275.96539792387546,
106,106,8,10,0,144,57,839,35,22,981,144,3,0,0,0,6,2,0,0,1.0,0.7440995266268935,22.96690124367812,43.47392376773279,0.0,37.42223764568452,260.49210669569953,41.64643361335228,27.92360345219964,125.1533934876422,44.59090909090909,37.42223764568452,26.886391729407794,0.0,0.0,0.0,85.676379750235,52.34919593042337,0.0,
