14agree-disagree,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL
1,0,0,0,0.153846154,0.012820513,0.858974359,0.076923077,0.025641026,1,0.153846154,0,0,0,0,0.012820513,0.012820513,0
1,0.013282732,0.018975332,0,0.165085389,0.0056926,0.910815939,0.075901328,0.015180266,1,0.165085389,0.0056926,0,0.001897533,0.001897533,0.007590133,0.0056926,0.001897533
1,0.019230769,0.007692308,0,0.169230769,0.003846154,0.923076923,0.038461538,0.007692308,1,0.169230769,0.003846154,0,0.003846154,0.003846154,0,0,0.003846154
1,0.019455253,0.015564202,0,0.190661479,0.003891051,0.929961089,0.050583658,0,1,0.190661479,0.007782101,0,0,0,0,0,0
1,0.019455253,0.015564202,0,0.190661479,0.003891051,0.929961089,0.050583658,0,1,0.190661479,0.007782101,0,0,0,0,0,0
1,0.007476636,0.003738318,0,0.164485981,0.011214953,0.953271028,0.035514019,0,1,0.164485981,0,0.011214953,0,0,0.001869159,0,0
1,0.011513158,0.008223684,0.001644737,0.154605263,0.003289474,0.930921053,0.059210526,0,1,0.154605263,0.001644737,0.023026316,0,0,0,0,0.001644737
1,0.021778584,0.012704174,0,0.166969147,0.021778584,0.912885662,0.047186933,0.01814882,1,0.166969147,0.012704174,0,0,0,0.001814882,0,0
1,0.007317073,0.01097561,0.004878049,0.157317073,0.007317073,0.9,0.068292683,0.02195122,1,0.157317073,0.003658537,0.007317073,0.001219512,0.001219512,0.007317073,0.006097561,0
1,0,0.006849315,0.01369863,0.178082192,0,0.945205479,0.04109589,0,1,0.178082192,0,0,0,0,0,0,0
1,0.021802326,0.013081395,0.001453488,0.156976744,0.00872093,0.912790698,0.049418605,0.026162791,1,0.156976744,0.001453488,0,0,0,0.010174419,0,0.001453488
1,0.008342023,0.019812304,0.001042753,0.138686131,0.005213764,0.920750782,0.063607925,0.010427529,1,0.138686131,0.003128259,0.006256517,0.001042753,0.001042753,0.00729927,0.005213764,0
1,0.013544018,0.002257336,0,0.173814898,0,0.966139955,0.020316027,0.004514673,1,0.173814898,0.002257336,0,0,0,0,0,0
-1,0.002409639,0.01686747,0,0.175903614,0.002409639,0.925301205,0.069879518,0.009638554,1,0.175903614,0.002409639,0.024096386,0,0,0.004819277,0.004819277,0
1,0.007915567,0.013192612,0,0.160949868,0.005277045,0.963060686,0.044854881,0,1,0.160949868,0.005277045,0,0,0,0,0,0
1,0.011627907,0.011627907,0.003875969,0.166666667,0,0.949612403,0.034883721,0,1,0.166666667,0.007751938,0,0,0,0,0,0
1,0.006802721,0.013605442,0.006802721,0.197278912,0,0.931972789,0.054421769,0,1,0.197278912,0.006802721,0,0,0,0.006802721,0,0
1,0.012121212,0.006060606,0.006060606,0.206060606,0,0.951515152,0.036363636,0,1,0.206060606,0,0,0.006060606,0.006060606,0,0,0
1,0.015873016,0.031746032,0,0.166666667,0,0.920634921,0.063492063,0,1,0.166666667,0,0,0,0,0,0,0
1,0.004273504,0.008547009,0.002442002,0.14041514,0.003663004,0.936507937,0.056776557,0.01037851,1,0.14041514,0.006715507,0.003663004,0.002442002,0.002442002,0.006105006,0.004884005,0.000610501
1,0.010544815,0.007029877,0,0.159929701,0.003514938,0.961335677,0.026362039,0.003514938,1,0.159929701,0.005272408,0,0,0,0,0,0
1,0.008759124,0.017518248,0.013138686,0.164963504,0.04379562,0.856934307,0.074452555,0.011678832,1,0.164963504,0.018978102,0,0.001459854,0.001459854,0.002919708,0,0
1,0.010498688,0.010498688,0,0.144356955,0.01312336,0.874015748,0.104986877,0.020997375,1,0.144356955,0.007874016,0.026246719,0.002624672,0.002624672,0.010498688,0.010498688,0
1,0,0.007751938,0.131782946,0.178294574,0,0.84496124,0.147286822,0,1,0.178294574,0,0,0,0,0,0,0
1,0.010288066,0.012345679,0,0.164609053,0,0.958847737,0.03909465,0,1,0.164609053,0.00617284,0,0,0,0.002057613,0,0
1,0.016853933,0.005617978,0,0.196629213,0,0.95505618,0.028089888,0,1,0.196629213,0,0,0,0,0,0,0
1,0.026595745,0.021276596,0,0.183510638,0.002659574,0.904255319,0.061170213,0.018617021,1,0.183510638,0.005319149,0,0,0,0,0,0.002659574
1,0.006756757,0.009009009,0,0.164414414,0.009009009,0.939189189,0.051801802,0,1,0.164414414,0.004504505,0.013513514,0.002252252,0.002252252,0,0,0
1,0.029411765,0.023529412,0.011764706,0.194117647,0,0.917647059,0.070588235,0,1,0.194117647,0,0,0,0,0,0,0.005882353
1,0.029411765,0.023529412,0.011764706,0.194117647,0,0.917647059,0.070588235,0,1,0.194117647,0,0,0,0,0,0,0.005882353
1,0.009695291,0.026315789,0,0.166204986,0.008310249,0.911357341,0.06232687,0.005540166,1,0.166204986,0.001385042,0.013850416,0,0,0.002770083,0,0
1,0.009695291,0.026315789,0,0.166204986,0.008310249,0.911357341,0.06232687,0.005540166,1,0.166204986,0.001385042,0.013850416,0,0,0.002770083,0,0
1,0.007407407,0.022222222,0,0.2,0,0.97037037,0.037037037,0,1,0.2,0,0,0,0,0,0,0
1,0.009090909,0,0,0.172727273,0.009090909,0.921212121,0.039393939,0.018181818,1,0.172727273,0.003030303,0,0,0,0.006060606,0.006060606,0
1,0.012110727,0.008650519,0.001730104,0.158304498,0.005190311,0.928200692,0.058823529,0.005190311,1,0.158304498,0.011245675,0.005190311,0.002595156,0.002595156,0.001730104,0.000865052,0
-1,0.012027491,0.010309278,0,0.152920962,0.010309278,0.908934708,0.060137457,0.017182131,1,0.152920962,0,0,0,0,0.008591065,0.008591065,0
1,0,0.012096774,0.004032258,0.189516129,0,0.951612903,0.032258065,0.008064516,1,0.189516129,0.012096774,0,0.004032258,0.004032258,0,0,0
1,0.005822416,0.010189229,0,0.163027656,0.004366812,0.940320233,0.048034934,0.008733624,1,0.163027656,0.002911208,0,0.001455604,0.001455604,0.004366812,0.004366812,0
1,0.016129032,0,0,0.209677419,0,0.951612903,0.032258065,0,1,0.209677419,0,0,0,0,0,0,0
1,0,0,0.012048193,0.156626506,0,0.963855422,0.024096386,0,1,0.156626506,0.012048193,0,0,0,0,0,0
-1,0.009067358,0.020725389,0,0.156735751,0.010362694,0.913212435,0.071243523,0.002590674,1,0.156735751,0.006476684,0.023316062,0,0,0.005181347,0,0
1,0,0,0,0.195121951,0,1,0,0,1,0.195121951,0,0,0,0,0,0,0
1,0,0.002739726,0,0.15890411,0.065753425,0.906849315,0.016438356,0.005479452,1,0.15890411,0,0,0,0,0.002739726,0.002739726,0
1,0.00804829,0.00804829,0,0.169014085,0.014084507,0.943661972,0.040241449,0.004024145,1,0.169014085,0,0,0.002012072,0.002012072,0.002012072,0.002012072,0
1,0.007434944,0.014869888,0,0.163568773,0,0.955390335,0.037174721,0,1,0.163568773,0,0,0,0,0,0,0
1,0.016438356,0.010958904,0.002739726,0.189041096,0.005479452,0.936986301,0.04109589,0,1,0.189041096,0.002739726,0,0,0,0.002739726,0,0.002739726
1,0.005934718,0.002967359,0.002967359,0.169139466,0.002967359,0.928783383,0.050445104,0,1,0.169139466,0.008902077,0.017804154,0.002967359,0.002967359,0,0,0
1,0.011560694,0.011560694,0,0.156069364,0,0.965317919,0.046242775,0,1,0.156069364,0,0,0,0,0,0,0
1,0.011350738,0.021566402,0,0.157775255,0.003405221,0.925085131,0.064699205,0.004540295,1,0.157775255,0.010215664,0.011350738,0,0,0,0,0
1,0.011627907,0,0,0.14244186,0,0.979651163,0.01744186,0,1,0.14244186,0,0,0,0,0,0,0
1,0.013605442,0,0,0.183673469,0.010204082,0.959183673,0.037414966,0.006802721,1,0.183673469,0,0,0,0,0.003401361,0.003401361,0
1,0.01171875,0.01171875,0,0.1796875,0.00390625,0.94921875,0.03515625,0,1,0.1796875,0,0,0,0,0,0,0
1,0.007936508,0.015873016,0,0.182539683,0,0.952380952,0.03968254,0,1,0.182539683,0,0,0.007936508,0.007936508,0,0,0
1,0.011965812,0.003418803,0,0.172649573,0.037606838,0.907692308,0.032478632,0.006837607,1,0.172649573,0.008547009,0,0.001709402,0.001709402,0.001709402,0,0.001709402
1,0.026041667,0.015625,0,0.171875,0,0.924479167,0.052083333,0,1,0.171875,0.002604167,0,0,0,0.005208333,0,0.002604167
1,0.006369427,0,0,0.159235669,0,0.923566879,0.050955414,0,1,0.159235669,0,0,0.006369427,0.006369427,0,0,0
-1,0.064516129,0,0,0.161290323,0,0.903225806,0.080645161,0,1,0.161290323,0,0,0,0,0,0,0.016129032
1,0.006936416,0.01849711,0,0.146820809,0.023121387,0.892485549,0.063583815,0.004624277,1,0.146820809,0.005780347,0.016184971,0.003468208,0.003468208,0.003468208,0,0
1,0.022408964,0.008403361,0.00280112,0.176470588,0,0.943977591,0.047619048,0,1,0.176470588,0.00280112,0,0.00280112,0.00280112,0,0,0.00280112
1,0.012345679,0,0,0.172839506,0.074074074,0.864197531,0.049382716,0,1,0.172839506,0,0,0,0,0,0,0
1,0,0,0,0.199052133,0.018957346,0.895734597,0.066350711,0,1,0.199052133,0.009478673,0.047393365,0.004739336,0.004739336,0,0,0
1,0.010729614,0,0,0.145922747,0.006437768,0.946351931,0.0472103,0,1,0.145922747,0,0.021459227,0.004291845,0.004291845,0.002145923,0,0.002145923
1,0.040816327,0.005102041,0,0.173469388,0,0.943877551,0.051020408,0,1,0.173469388,0.005102041,0,0,0,0,0,0.010204082
1,0.005657709,0.007072136,0.007072136,0.152758133,0,0.926449788,0.060820368,0.002828854,1,0.152758133,0.001414427,0.014144272,0.002828854,0.002828854,0.007072136,0.001414427,0
1,0.007874016,0.013779528,0.00984252,0.161417323,0.080708661,0.785433071,0.088582677,0.021653543,1,0.161417323,0.003937008,0.019685039,0.007874016,0.007874016,0.007874016,0.001968504,0
1,0.007554945,0.008241758,0,0.120192308,0.003434066,0.934065934,0.056318681,0.008928571,1,0.120192308,0,0,0.00206044,0.004120879,0.014423077,0.003434066,0
1,0.005524862,0.018416206,0.007366483,0.158379374,0.001841621,0.946593002,0.046040516,0,1,0.158379374,0,0.011049724,0,0,0,0,0.001841621
1,0.009230769,0.003076923,0,0.147692308,0.006153846,0.932307692,0.052307692,0.003076923,1,0.147692308,0,0.018461538,0.003076923,0.003076923,0.009230769,0,0
1,0.014975042,0.001663894,0,0.166389351,0.016638935,0.930116473,0.041597338,0.008319468,1,0.166389351,0.003327787,0,0,0,0.004991681,0.003327787,0.001663894
1,0.007978723,0.010638298,0,0.199468085,0,0.946808511,0.031914894,0,1,0.199468085,0.005319149,0,0,0,0,0,0
-1,0,0.012987013,0,0.136363636,0,0.922077922,0.051948052,0.025974026,1,0.136363636,0,0,0,0,0.012987013,0.012987013,0
-1,0.010917031,0.026200873,0,0.152838428,0,0.930131004,0.069868996,0,1,0.152838428,0,0,0,0,0.008733624,0,0
-1,0.014195584,0.006309148,0,0.149842271,0.001577287,0.927444795,0.045741325,0.009463722,1,0.149842271,0,0,0,0,0.007886435,0.003154574,0
1,0.022440393,0.011220196,0,0.175315568,0.01542777,0.929873773,0.042075736,0.002805049,1,0.175315568,0.001402525,0,0.001402525,0.001402525,0,0,0.004207574
1,0.003246753,0.00974026,0,0.175324675,0,0.951298701,0.032467532,0,1,0.175324675,0.006493506,0,0,0,0,0,0
1,0.008695652,0.008695652,0,0.165217391,0.008695652,0.913043478,0.07826087,0.017391304,1,0.165217391,0.008695652,0,0,0,0.008695652,0.008695652,0
1,0.004728132,0.021276596,0.007092199,0.144208038,0,0.947990544,0.052009456,0,1,0.144208038,0.009456265,0,0,0,0,0,0
1,0.008154944,0.01019368,0,0.146788991,0.058103976,0.855249745,0.03567788,0.022426096,1,0.146788991,0.003058104,0,0,0,0.006116208,0.002038736,0
1,0.017241379,0,0,0.215517241,0,0.948275862,0.025862069,0,1,0.215517241,0.00862069,0,0,0,0,0,0
1,0.01793722,0.01793722,0,0.179372197,0.00896861,0.910313901,0.053811659,0.02690583,1,0.179372197,0,0,0,0,0.004484305,0.004484305,0
1,0.01875,0.025,0,0.16875,0,0.95,0.04375,0,1,0.16875,0,0,0,0,0,0,0.00625
1,0.007653061,0.022959184,0,0.178571429,0.341836735,0.528061224,0.038265306,0.017857143,1,0.178571429,0,0,0.00255102,0,0.00255102,0.00255102,0
1,0.016129032,0,0,0.197580645,0.088709677,0.866935484,0.044354839,0,1,0.197580645,0.008064516,0,0,0,0,0,0.004032258
1,0.013586957,0.016304348,0,0.182065217,0.002717391,0.940217391,0.038043478,0,1,0.182065217,0.024456522,0,0,0,0,0,0
1,0.006772009,0.013544018,0,0.176072235,0,0.968397291,0.033860045,0,1,0.176072235,0.004514673,0,0.002257336,0.002257336,0,0,0
1,0.040816327,0.014577259,0,0.174927114,0.002915452,0.906705539,0.069970845,0,1,0.174927114,0.014577259,0,0,0,0.002915452,0,0.005830904
1,0.009584665,0.015974441,0,0.182108626,0,0.92971246,0.054313099,0.006389776,1,0.182108626,0.009584665,0,0.003194888,0.003194888,0,0,0
1,0,0,0,0.226190476,0,1,0,0,1,0.226190476,0,0,0,0,0,0,0
1,0.009569378,0.016746411,0,0.174641148,0,0.956937799,0.033492823,0.004784689,1,0.174641148,0.002392344,0,0,0,0,0,0
1,0,0,0,0.217948718,0,0.987179487,0.025641026,0,1,0.217948718,0.012820513,0,0,0,0,0,0
1,0.008310249,0.016620499,0,0.188365651,0.030470914,0.900277008,0.052631579,0.011080332,1,0.188365651,0.002770083,0,0,0,0.002770083,0.002770083,0
-1,0.008817046,0.012490816,0,0.153563556,0,0.969875092,0.033063924,0,1,0.153563556,0.003673769,0,0.000734754,0.000734754,0,0,0
1,0.030959752,0.012383901,0,0.176470588,0,0.925696594,0.06501548,0.00619195,1,0.176470588,0.003095975,0,0,0,0,0,0.009287926
1,0.027160494,0.027160494,0,0.160493827,0,0.901234568,0.066666667,0,1,0.160493827,0,0,0,0,0.002469136,0,0.002469136
1,0.007429421,0.013372957,0,0.151560178,0.008915305,0.940564636,0.046062407,0.002971768,1,0.151560178,0,0.008915305,0.002971768,0.002971768,0.001485884,0.001485884,0
1,0.009803922,0.00245098,0,0.176470588,0.004901961,0.928921569,0.034313725,0.012254902,1,0.176470588,0.004901961,0,0.00245098,0.00245098,0.00245098,0.00245098,0
1,0.027262814,0.0087241,0,0.171210469,0.003271538,0.930207197,0.061068702,0.003271538,1,0.171210469,0.001090513,0,0.006543075,0.006543075,0.001090513,0,0.007633588
1,0,0,0.044444444,0.211111111,0.011111111,0.866666667,0.122222222,0,1,0.211111111,0,0.066666667,0,0,0,0,0
1,0.004901961,0,0,0.161764706,0.009803922,0.931372549,0.058823529,0,1,0.161764706,0.004901961,0.029411765,0,0,0.004901961,0,0
1,0.025510204,0.020408163,0,0.173469388,0,0.933673469,0.056122449,0,1,0.173469388,0,0,0.005102041,0.005102041,0,0,0.005102041
1,0.014652015,0.010989011,0,0.168498168,0,0.95970696,0.029304029,0,1,0.168498168,0,0,0,0,0,0,0
1,0.00951087,0.002717391,0.004076087,0.161684783,0.014945652,0.875,0.074728261,0.028532609,1,0.161684783,0.006793478,0.008152174,0.006793478,0.006793478,0.010869565,0.008152174,0.001358696
-1,0.069767442,0.023255814,0,0.23255814,0,0.906976744,0.069767442,0,1,0.23255814,0,0,0,0,0,0,0
1,0.004651163,0.013953488,0,0.179069767,0.011627907,0.941860465,0.03255814,0.006976744,1,0.179069767,0.002325581,0,0,0,0.002325581,0,0
1,0.011787819,0,0,0.182711198,0.013752456,0.950884086,0.023575639,0,1,0.182711198,0.003929273,0,0,0,0,0,0
1,0,0.01369863,0.04109589,0.191780822,0,0.917808219,0.082191781,0,1,0.191780822,0.01369863,0,0,0,0,0,0
-1,0.008333333,0.029166667,0,0.154166667,0,0.954166667,0.05,0,1,0.154166667,0,0,0,0,0,0,0
1,0.009287926,0,0.003095975,0.179566563,0.003095975,0.938080495,0.046439628,0,1,0.179566563,0.009287926,0.018575851,0,0,0,0,0
1,0.005825243,0.017475728,0,0.137864078,0.005825243,0.918446602,0.069902913,0.011650485,1,0.137864078,0.009708738,0.011650485,0,0,0.005825243,0.005825243,0
1,0.018404908,0.012269939,0,0.245398773,0,0.914110429,0.061349693,0.012269939,1,0.245398773,0,0,0,0,0.006134969,0,0
1,0.083870968,0.019354839,0.006451613,0.161290323,0,0.864516129,0.122580645,0,1,0.161290323,0,0,0.006451613,0.006451613,0,0,0.006451613
1,0.014778325,0.009852217,0,0.18226601,0,0.938423645,0.041871921,0,1,0.18226601,0.019704433,0,0,0,0,0,0
1,0.016233766,0.016233766,0,0.181818182,0.006493506,0.899350649,0.081168831,0.006493506,1,0.181818182,0.006493506,0.019480519,0.003246753,0.003246753,0.003246753,0.003246753,0
1,0.02,0.01,0,0.175,0,0.95,0.04,0,1,0.175,0.01,0,0,0,0,0,0.005
1,0.011214953,0.009345794,0.001869159,0.162616822,0.031775701,0.912149533,0.037383178,0,1,0.162616822,0.003738318,0,0.001869159,0.001869159,0,0,0
1,0.011655012,0.006993007,0,0.163170163,0.004662005,0.946386946,0.037296037,0,1,0.163170163,0.004662005,0,0,0,0.002331002,0,0
1,0.017241379,0,0.068965517,0.103448276,0.017241379,0.74137931,0.155172414,0.034482759,1,0.103448276,0.017241379,0,0,0,0.017241379,0.017241379,0
1,0.006242197,0.012484395,0.00062422,0.157927591,0.001872659,0.935081149,0.049313358,0.008739076,1,0.157927591,0.001872659,0.003745318,0.001872659,0.001872659,0.003121099,0.001248439,0
-1,0.017955801,0.013812155,0,0.14640884,0.006906077,0.928176796,0.051104972,0,1,0.14640884,0.008287293,0,0,0,0,0,0
1,0,0,0.090909091,0.181818182,0,0.818181818,0.090909091,0,1,0.181818182,0,0,0,0,0,0,0
-1,0.00974026,0.00974026,0,0.16991342,0,0.958874459,0.029220779,0.002164502,1,0.16991342,0.002164502,0,0,0,0.003246753,0,0
-1,0.010050251,0.015075377,0,0.170854271,0,0.949748744,0.040201005,0,1,0.170854271,0.006700168,0,0.001675042,0.001675042,0,0,0
-1,0.022727273,0,0,0.204545455,0,0.977272727,0.022727273,0,1,0.204545455,0,0,0,0,0,0,0
1,0.009803922,0,0.009803922,0.205882353,0,0.941176471,0.029411765,0,1,0.205882353,0.009803922,0,0,0,0,0,0
1,0.010050251,0.005025126,0,0.180904523,0.010050251,0.884422111,0.095477387,0,1,0.180904523,0.005025126,0.050251256,0.005025126,0.005025126,0,0,0
1,0.008172043,0.007741935,0,0.131182796,0.009032258,0.904086022,0.058494624,0.020645161,1,0.131182796,0.000430108,0.002580645,0,0,0.013333333,0.008172043,0
1,0.05204461,0.014869888,0,0.171003717,0.003717472,0.892193309,0.089219331,0.007434944,1,0.171003717,0.003717472,0,0.003717472,0.003717472,0.003717472,0.003717472,0.011152416
1,0.026315789,0,0,0.171052632,0.039473684,0.763157895,0.118421053,0.026315789,1,0.171052632,0.013157895,0,0.013157895,0.013157895,0.026315789,0.013157895,0
-1,0.017699115,0,0.004424779,0.194690265,0.039823009,0.880530973,0.07079646,0,1,0.194690265,0.004424779,0.026548673,0.004424779,0.004424779,0,0,0.004424779
-1,0.075471698,0,0,0.226415094,0,0.867924528,0.132075472,0,1,0.226415094,0,0,0,0.018867925,0.018867925,0,0
1,0.014545455,0,0,0.192727273,0.003636364,0.952727273,0.021818182,0,1,0.192727273,0.007272727,0,0,0,0,0,0
1,0.005586592,0.039106145,0,0.17877095,0,0.865921788,0.100558659,0.011173184,1,0.17877095,0.011173184,0,0,0,0.016759777,0.005586592,0
1,0.088235294,0,0,0.176470588,0,0.852941176,0.147058824,0,1,0.176470588,0.029411765,0,0,0,0,0,0.029411765
-1,0.005649718,0.011299435,0.016949153,0.18079096,0,0.875706215,0.084745763,0.02259887,1,0.18079096,0.005649718,0,0,0,0.011299435,0.011299435,0
1,0.013513514,0,0,0.175675676,0,0.972972973,0.027027027,0,1,0.175675676,0,0,0,0,0,0,0
1,0.010810811,0,0,0.172972973,0.005405405,0.918918919,0.043243243,0.021621622,1,0.172972973,0,0,0,0,0.010810811,0.010810811,0
-1,0.01734104,0.005780347,0,0.213872832,0,0.919075145,0.040462428,0.011560694,1,0.213872832,0,0,0,0,0,0,0
-1,0.006648936,0.006648936,0,0.158244681,0.006648936,0.925531915,0.053191489,0.013297872,1,0.158244681,0.003989362,0,0.003989362,0.003989362,0.006648936,0.006648936,0
1,0.019157088,0.01532567,0,0.203065134,0.007662835,0.938697318,0.038314176,0.003831418,1,0.203065134,0,0,0,0,0,0,0.003831418
-1,0.010989011,0.005494505,0,0.214285714,0,0.961538462,0.032967033,0,1,0.214285714,0.010989011,0,0,0,0,0,0
1,0.020634921,0.006349206,0,0.185714286,0.001587302,0.942857143,0.034920635,0,1,0.185714286,0.004761905,0,0,0,0.001587302,0,0.001587302
-1,0.004608295,0.004608295,0,0.198156682,0,0.912442396,0.055299539,0,1,0.198156682,0.004608295,0,0.013824885,0.013824885,0,0,0
-1,0.014634146,0.002439024,0,0.163414634,0.002439024,0.958536585,0.034146341,0,1,0.163414634,0.007317073,0,0,0,0,0,0
-1,0.015748031,0.018372703,0.015748031,0.186351706,0,0.892388451,0.073490814,0.028871391,1,0.186351706,0.007874016,0,0,0,0.005249344,0,0.002624672
1,0,0,0,0.188888889,0,0.988888889,0,0,1,0.188888889,0,0,0,0,0,0,0
1,0.042682927,0.012195122,0.010162602,0.176829268,0.004065041,0.851626016,0.099593496,0.026422764,1,0.176829268,0.008130081,0,0.00203252,0.00203252,0.00203252,0.00203252,0.010162602
1,0.011904762,0.013227513,0,0.164021164,0.002645503,0.914021164,0.062169312,0.002645503,1,0.164021164,0.01984127,0.013227513,0.003968254,0.003968254,0.001322751,0.001322751,0
-1,0.008639309,0.010799136,0,0.177105832,0,0.941684665,0.066954644,0.004319654,1,0.177105832,0.004319654,0.012958963,0,0,0.002159827,0.002159827,0
-1,0.019305019,0.011583012,0.001930502,0.140926641,0.005791506,0.884169884,0.081081081,0.001930502,1,0.140926641,0,0,0,0,0.023166023,0,0
-1,0.016304348,0.016304348,0,0.173913043,0.005434783,0.918478261,0.076086957,0,1,0.173913043,0,0.032608696,0,0,0,0,0
-1,0.014925373,0.003731343,0,0.167910448,0,0.922885572,0.050995025,0.008706468,1,0.167910448,0.012437811,0.007462687,0.003731343,0.004975124,0.003731343,0,0.003731343
1,0.01863354,0.00621118,0,0.167701863,0.01242236,0.850931677,0.074534161,0.02484472,1,0.167701863,0,0,0.00621118,0.00621118,0.01242236,0.01242236,0
1,0.012345679,0.012345679,0,0.185185185,0,0.938271605,0.049382716,0,1,0.185185185,0.037037037,0,0,0,0,0,0
1,0.026966292,0.02247191,0.011235955,0.175280899,0.004494382,0.876404494,0.083146067,0.017977528,1,0.175280899,0.004494382,0,0.002247191,0.002247191,0.004494382,0.002247191,0.004494382
-1,0.020460358,0.00511509,0,0.153452685,0,0.941176471,0.043478261,0,1,0.153452685,0,0,0.002557545,0.002557545,0.002557545,0,0.00511509
-1,0.008196721,0.024590164,0,0.18442623,0,0.926229508,0.053278689,0,1,0.18442623,0.004098361,0,0,0,0,0,0
1,0.016393443,0.032786885,0,0.147540984,0,0.93442623,0.049180328,0,1,0.147540984,0,0,0,0,0,0,0
-1,0.009596929,0.013435701,0,0.163147793,0.003838772,0.938579655,0.051823417,0,1,0.163147793,0.007677543,0,0,0,0.005758157,0,0
-1,0.01740644,0.00870322,0,0.160139252,0.000870322,0.923411662,0.060922541,0,1,0.160139252,0.025239339,0.015665796,0.002610966,0.002610966,0,0,0.000870322
-1,0.017964072,0.017964072,0,0.167664671,0,0.934131737,0.053892216,0,1,0.167664671,0.017964072,0,0,0,0,0,0
1,0.018766756,0.002680965,0,0.167560322,0.00536193,0.918230563,0.04155496,0.012064343,1,0.167560322,0.008042895,0,0.002680965,0.002680965,0.001340483,0.001340483,0.004021448
1,0,0.018867925,0.018867925,0.150943396,0,0.886792453,0.075471698,0,1,0.150943396,0,0,0,0,0,0,0
-1,0.04,0,0,0.24,0,0.8,0.08,0.08,1,0.24,0,0,0,0,0.02,0,0
-1,0.011312217,0.00678733,0,0.156108597,0.029411765,0.884615385,0.070135747,0.013574661,1,0.156108597,0,0.013574661,0.004524887,0.004524887,0.009049774,0.00678733,0
1,0.006802721,0.006802721,0,0.183673469,0,0.965986395,0.040816327,0,1,0.183673469,0.020408163,0,0,0,0,0,0
1,0.00530504,0.021220159,0,0.159151194,0,0.946949602,0.053050398,0,1,0.159151194,0,0,0.00265252,0.00265252,0.00530504,0,0
1,0.019093079,0.016706444,0.002386635,0.186157518,0.002386635,0.880668258,0.069212411,0.040572792,1,0.186157518,0.009546539,0,0,0,0.007159905,0,0
-1,0.015625,0,0,0.171875,0,0.921875,0.046875,0,1,0.171875,0.03125,0,0,0,0,0,0
-1,0.03610675,0.007849294,0.018838305,0.166405024,0.004709576,0.87755102,0.098901099,0.009419152,1,0.166405024,0.007849294,0,0.003139717,0.003139717,0.006279435,0,0.007849294
-1,0.020618557,0.010309278,0,0.175257732,0.005154639,0.891752577,0.082474227,0.010309278,1,0.175257732,0,0.030927835,0,0,0.005154639,0,0.005154639
-1,0.077777778,0.011111111,0,0.144444444,0.011111111,0.822222222,0.122222222,0.022222222,1,0.144444444,0,0,0,0,0.011111111,0.011111111,0.022222222
-1,0.029411765,0,0,0.176470588,0,0.926470588,0.088235294,0,1,0.176470588,0,0.044117647,0,0,0,0,0.007352941
-1,0.008213552,0.006160164,0,0.176591376,0,0.958932238,0.032854209,0,1,0.176591376,0.002053388,0,0.004106776,0.004106776,0.002053388,0,0
