DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL
1.436088038,0,0,1.059154384,0.391364663,1.135771511,0.631509903,0,1,1.059154384,,0.958947788,0,0,0,2.65342498,0,0
0.724455126,0,0,1.175472231,0.526478653,1.065698465,0.728169582,0,1,1.175472231,,0.967509821,0,0,0,0,0,0
1.040243259,0,0,0.997370378,1.32294636,1.036609921,0.784182627,0,1,0.997370378,,1.389244872,0,0,0,0,0,0
0,3.471598918,0,1.224045464,1.172611546,1.064656727,0.695070965,0,1,1.224045464,,1.231376136,0,0,0,0,0,0
2.080486517,0,0,1.150811975,0.566977011,0.921431041,1.437668149,3.079682713,1,1.150811975,,1.389244872,0,0,2.857793514,0,0,2.401045406
1.502573596,0,0,1.274417705,0.95546126,1.021984032,0.849531179,0,1,1.274417705,,1.003343519,0,0,0.515990496,0,0,0
0,0,0,1.025866675,0.701971538,1.1122989,0.679624943,0,1,1.025866675,,1.032010476,0,0,0,0,0,0
0,0,0,1.174473529,0.82662069,1.091508266,0.476372624,0,1,1.174473529,,1.012720561,0,0,0,0,0,0
0.718044019,2.70354606,0,1.165069822,0.391364663,1.056267505,0.721725603,0.850319475,1,1.165069822,,0.958947788,0,0,0,2.65342498,0,0
1.488788517,0,0,1.2627258,0.405726669,1.106804128,0.748210947,0,1,1.2627258,,0.994138532,0,0,0,0,0,0
1.783274158,0,0,0.723367527,1.457940886,0.916729863,1.344313074,1.055891216,1,0.723367527,,1.190781319,0,0,1.837152973,0,0,2.058038919
0,0,0,0.95546406,0.867141312,1.067720663,0.771003087,0.403723112,1,0.95546406,,0.910597479,0,0,0.93658779,2.519638846,0,0
0.654346566,0,0,0.868677426,0.951058213,0.993616883,1.150977726,1.162331863,1,0.868677426,,0.873879839,0,0,1.797644307,0,0,1.510335013
0,2.679830744,0,1.049863556,0.905173825,1.092034345,0.625970342,0,1,1.049863556,,0.950535965,0,0,0,0,0,0
0,2.777279135,0,1.088040413,0.536050993,1.120077214,0.6487329,0,1,1.088040413,,0.985100909,0,0,0,0,0,0
1.54550427,0,0,1.367822233,0.56157723,1.100075835,0.679624943,0,1,1.367822233,,1.032010476,0,0,0,0,0,0
0.780182444,2.937506777,0,1.265893172,0.99220977,1.036609921,0.686159798,0,1,1.265893172,,1.041933654,0,0,0,0,0,0
2.062855275,2.588989024,0,1.014274961,1.124344243,0.935375216,1.036716015,2.035722471,1,1.014274961,,0.918314407,0,0,1.416787462,0,0,1.587131709
2.192945248,0,0,1.078238247,0.531221704,1.086861711,0.734729668,0.432820273,1,1.078238247,,0.976226126,0,0,0,0,0,0
0.705556297,0,0,1.196844454,0.256372214,1.149499532,0.797820585,0,1,1.196844454,,0.942270435,0,0,0,0,0,0
0,0,0,1.166416205,0.374781414,1.131151424,0.604751009,0,1,1.166416205,,0.918314407,0,0,0.472262487,0,0,0
0,2.611117135,0,1.022943978,0.755969349,1.096941716,0.784182627,0,1,1.022943978,,0.926163248,0,0,0.952597838,0,0,1.600696937
1.690395295,0,0,0.810363432,0.921337644,0.962566356,1.168105371,1.000896882,1,0.810363432,,1.128761458,0,0,2.32195723,0,0,1.950849392
0.80335618,0,0,1.362743685,0.291908956,1.041986022,1.009343975,2.378368828,1,1.362743685,,1.072882178,0,0,1.655256639,0,0,0
0.744394258,2.80275876,0,1.2627258,0.540968892,1.047931568,0.654684578,0,1,1.2627258,,0.994138532,0,0,0,0,0,0
0.699473915,2.633626766,0,0.980174337,0.381243163,0.995758299,0.966707893,2.899149588,1,0.980174337,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.340547332,0,0,1.035730777,0.283488506,1.135334676,0.784182627,0,1,1.035730777,,1.041933654,0,0,0,0,18.53974473,0
0,2.80275876,0,1.317626922,0.540968892,1.012608032,1.028790052,2.644571577,1,1.317626922,,0.994138532,83.54105312,79.21422567,0.511256638,0,0,0
0.954576167,0,0,0.844831379,3.295136984,0.724755844,1.439205762,0,1,0.844831379,,1.274836471,0,0,1.966834359,0,0,2.203312255
1.70818893,3.215796893,0,1.196844454,0.931035935,1.026737446,0.751164411,1.011432638,1,1.196844454,,1.140643158,0,0,0,0,0,0
5.409264944,0,0,0.797896303,2.162072337,0.804277666,2.038874829,0.640574004,1,0.797896303,,1.444814667,60.7064986,57.56233732,2.229078941,0,25.70844603,2.497087222
0.699473915,0,0,1.03176246,0.635405271,1.095334129,0.703060286,0.828328454,1,1.03176246,,0.934147414,0,0,0,0,0,0
0.891637079,0,0,1.052170948,0.971960591,1.001351081,1.008234806,2.111782432,1,1.052170948,,1.190781319,0,0,1.837152973,0,0,2.058038919
1.411112594,2.656527868,0,0.6764773,1.025488855,0.993256877,1.152407512,0.83553131,1,0.6764773,,0.942270435,0,0,1.453747135,0,0,1.628535145
2.192945248,0,0,0.889546553,1.394456974,0.919207511,1.377618128,0.64923041,1,0.889546553,,1.464339189,0,0,2.259201629,0,0,2.530831644
2.028474354,5.091678414,0,0.89763334,1.228450191,0.951871174,1.359249886,0,1,0.89763334,,0.903009167,0,0,1.393174338,0,0,1.560679514
0.891637079,0,0,0.92064958,0.971960591,1.015454617,1.008234806,1.055891216,1,0.92064958,,1.190781319,0,0,1.837152973,0,0,2.058038919
0.643960112,0,0,0.712407413,0.818966794,0.998216961,1.294523701,1.143882151,1,0.712407413,,0.86000873,0,0,1.76911027,0,0,1.486361442
0.665073559,0,0,0.88291804,0.724986998,1.083544641,0.584923107,0,1,0.88291804,,0.888205738,0,0,0.456778471,0,0,0
2.212881114,0,0,1.360050516,0.536050993,1.07340733,0.741409029,0.436755003,1,1.360050516,,0.985100909,0,0,0,0,0,0
1.330147117,0,0,0.88291804,0.845818165,1.020425535,0.835604438,1.181386483,1,0.88291804,,0.888205738,0,0,1.370335414,0,0,1.535094604
1.590960278,0,0,0.821363841,1.156188415,1.044353039,0.999448446,0,1,0.821363841,,1.062363725,0,0,1.639028633,0,0,1.836093546
0.670570034,0,0,0.989127648,0.852808397,1.092499555,0.758259234,0,1,0.989127648,,0.895546281,0,0,0,0,0,0
0,0,0,0.989127648,0.609148855,1.124319931,0.505506156,0,1,0.989127648,,0.895546281,0,0,0.4605535,0,0,0
0.730981749,0,0,1.347797808,0.531221704,1.029049918,0.826570877,1.731281093,1,1.347797808,,0.976226126,0,0,0,0,0,0
0,0,0,0.68521629,5.401429849,0.489855652,1.556393,1.100222526,1,0.68521629,,0.827183969,0,0,1.276190233,4.577664469,0,1.429630089
1.341140069,0,14.20374752,0.791302118,0.852808397,0.922790886,1.26376539,2.779350019,1,0.791302118,,0.895546281,0,0,2.763321001,0,0,3.095562672
0.965940169,3.636913153,10.23008006,0.997370378,1.403943076,0.901451031,1.334977567,1.143882151,1,0.997370378,,1.290013095,0,0,1.990249054,0,0,2.229542163
0.676158118,0,7.16105604,0.847764821,1.228450191,0.973261537,0.934484297,1.201076258,1,0.847764821,,0.903009167,0,0,1.393174338,0,0,1.560679514
0.665073559,0,0,1.030071046,0.362493499,1.083544641,0.919164882,0.787590989,1,1.030071046,,0.888205738,0,0,0.913556943,0,0,1.535094604
2.233182775,0,0,0.823516826,1.081937783,0.977284496,1.215842788,1.322285789,1,0.823516826,,0.994138532,0,0,1.533769913,5.501596747,0,1.718179281
0.780182444,0,0,0.805568382,1.275698276,0.987247544,1.17627394,0.923904814,1,0.805568382,,1.041933654,0,0,1.607508851,2.883048295,0,1.800784054
2.192945248,0,0,0.754766773,0.66402713,0.982800483,1.561300545,0.865640546,1,0.754766773,,0.976226126,0,0,2.008179226,10.80493775,0,1.687221096
3.827310102,0,0,0.677459125,1.251628497,0.895973715,1.538773456,0.906472648,1,0.677459125,,1.022274528,0,0,2.102904661,2.828651157,0,1.766806997
2.296386061,0,0,0.564549271,1.668837996,0.883865962,1.442600115,2.266181619,1,0.564549271,,1.022274528,0,0,1.577178496,11.31460463,0,1.766806997
0.854094465,0,18.09108894,1.13385264,1.862071869,0.932169523,1.39501962,0,1,1.13385264,,1.140643158,0,0,2.346398885,0,0,1.971384649
1.411112594,0,7.472406303,0.936660877,1.025488855,1.026737446,0.886467317,0.83553131,1,0.936660877,,0.942270435,0,0,1.453747135,2.607278458,0,1.628535145
0.699473915,0,22.22396702,1.134938706,0.762486326,0.995758299,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.727360476,0,0,0.704026149,0.619386651,0.959870091,1.456339164,2.422338672,1,0.704026149,,0.910597479,0,0,1.404881685,12.59819423,0,1.573794468
2.116668891,0,0,0.832587446,1.410047176,0.937455929,1.241054244,1.67106262,1,0.832587446,,0.942270435,0,0,1.453747135,7.821835375,0,1.628535145
1.308693132,0,0,0.916937283,1.069940489,0.962566356,1.068765032,1.162331863,1,0.916937283,,0.873879839,0,0,1.34823323,0,0,1.510335013
0.624145955,0,0,0.92064958,1.133954023,0.898395265,1.019437415,4.434743107,1,0.92064958,,0.833546923,0,0,1.286007081,0,0,1.440627243
1.411112594,0,0,0.728514015,1.281861069,0.926295739,1.506994439,0.83553131,1,0.728514015,,0.942270435,0,0,1.453747135,18.25094921,0,1.628535145
0.681840119,0,7.221232982,1.005751642,2.229791944,0.841234462,0.856670096,2.422338672,1,1.005751642,,0.910597479,0,0,1.87317558,0,0,1.573794468
1.363680238,0,7.221232982,1.056039224,1.238773302,0.916729863,1.199338135,1.211169336,1,1.056039224,,0.910597479,0,0,1.87317558,0,0,1.573794468
0.699473915,0,22.22396702,1.134938706,0.88956738,0.995758299,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.643960112,0,0,0.902382723,5.264786534,0.519480255,1.375431433,1.143882151,1,0.902382723,,0.86000873,0,0,1.76911027,7.138976731,0,1.486361442
1.175927162,4.427546447,12.4540105,0.433639295,1.709148092,0.837014222,2.06842374,1.392552183,1,0.433639295,,1.570450725,0,0,2.422911892,4.345464097,0,2.714225241
0.787757031,0,16.68595582,0.929587925,1.001842875,0.809926383,2.177439138,3.265061672,1,0.929587925,,1.052049515,0,0,2.705192889,0,0,1.818267395
0.699473915,0,22.22396702,1.134938706,0.635405271,1.00682228,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.192945248,0,0,0.754766773,1.195248835,0.913426331,1.469459337,2.164101366,1,0.754766773,,0.976226126,0,0,1.506134419,13.50617219,0,1.687221096
0,0,0,1.106326806,1.734282623,0.992225263,0.514002058,1.211169336,1,1.106326806,,0.910597479,0,0,0,2.519638846,0,0
0.699473915,0,22.22396702,1.134938706,0.88956738,0.995758299,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.635405271,0.995758299,0.878825358,1.242492681,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.88956738,0.973630337,0.878825358,1.242492681,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.635405271,1.00682228,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.274924509,0,0,0.894836975,1.377701149,0.911589321,1.238568822,0.44900047,1,0.894836975,,1.012720561,0,0,1.56243851,2.802215165,0,1.750294782
0.643960112,0,0,0.75990124,0.935962051,0.957473412,1.21361597,2.287764301,1,0.75990124,,0.86000873,0,0,1.326832703,0,0,1.486361442
0.699473915,0,22.22396702,1.134938706,1.016648434,0.984694318,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.508324217,1.040014223,0.878825358,0,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.475254076,5.554558269,0,1.196844454,0.536050993,1.085074801,0.834085158,0,1,1.196844454,,0.985100909,0,0,0,0,0,0
2.274924509,0,8.031090886,1.062618908,0.688850575,1.043529881,1.048019772,0.44900047,1,1.062618908,,1.012720561,0,0,1.56243851,0,0,1.750294782
2.274924509,0,8.031090886,1.062618908,0.55108046,1.067519074,1.048019772,0,1,1.062618908,,1.012720561,0,0,1.56243851,0,0,1.750294782
2.253860394,0,0,0.831141982,1.091955726,0.974449891,1.227100592,1.334529176,1,0.831141982,,1.003343519,0,0,1.547971487,5.552537457,0,1.734088349
2.674911236,0,0,0.789128211,1.457940886,0.874419253,1.792417433,1.583836824,1,0.789128211,,1.190781319,0,0,1.837152973,16.47456169,0,2.058038919
0.705556297,2.656527868,0,0.988697592,0.897302748,1.082538394,0.797820585,0,1,0.988697592,,0.942270435,0,0,1.453747135,0,0,1.628535145
1.590960278,0,16.84954362,0.469350766,2.890471038,0.57879807,1.998896892,6.594144162,1,0.469350766,,2.124727451,0,0,3.278057266,0,0,3.672187091
0.665073559,0,14.08732336,0.88291804,0.845818165,0.999385834,0.919164882,1.575181978,1,0.88291804,,0.888205738,0,0,1.370335414,0,0,1.535094604
2.116668891,0,0,0.832587446,1.410047176,0.937455929,1.241054244,1.67106262,1,0.832587446,,0.942270435,0,0,1.453747135,7.821835375,0,1.628535145
0,0,0,0.924392058,0.719092795,1.03299804,0.745929816,2.34356343,1,0.924392058,,0.880984553,0,0,0,2.437699371,0,1.52261416
0,0,0,0.92064958,0.88196424,0.998216961,1.132708239,2.053121809,1,0.92064958,,0.926163248,0,0,0.476298919,0,0,0
0.699473915,0,22.22396702,1.134938706,0.762486326,1.00682228,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.718044019,0,0,1.270985261,0.52181955,1.02219436,1.082588405,0,1,1.270985261,,0.958947788,0,0,1.972636231,0,0,1.657358776
0.676158118,0,7.16105604,0.89763334,0.737070115,1.069518173,0.934484297,0.800717505,1,0.89763334,,0.903009167,0,0,1.857565784,2.498641856,0,1.560679514
0.687618425,0,0,1.064988709,0.624635691,1.098522056,0.69114401,0.407144494,1,1.064988709,,0.918314407,0,0,0,2.540991718,0,1.587131709
1.886952888,0,0,0.927786398,0.685646618,1.06454367,0.948313874,1.11728024,1,0.927786398,,0.840008527,0,0,1.295976128,0,0,1.451794897
0.699473915,0,7.407989007,0.722233722,2.795783194,0.818734601,0.966707893,0.414164227,1,0.722233722,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.772752135,0,16.36812809,0.854888896,2.105914614,0.867837603,1.262160609,0.45755286,1,0.854888896,,1.032010476,0,0,1.592199243,0,0,1.78363373
0.699473915,0,22.22396702,1.134938706,0.381243163,1.028950242,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.386991011,5.22223427,22.03401859,0.869502381,1.133954023,0.855614538,1.306971045,3.695619255,1,0.869502381,,0.926163248,0,0,1.428896757,0,0,1.600696937
0.718044019,0,30.41864513,0.847323507,1.695913539,0.931332639,1.082588405,0.850319475,1,0.847323507,,0.958947788,0,0,1.479477173,0,0,1.657358776
0.699473915,0,22.22396702,1.134938706,0.508324217,1.028950242,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.762486326,0.995758299,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.88956738,1.00682228,0.878825358,0,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.965940169,0,0,0.56992593,2.281407498,0.840335707,1.334977567,2.287764301,1,0.56992593,,1.290013095,0,0,1.990249054,7.138976731,0,2.229542163
2.274924509,0,8.031090886,1.062618908,1.515471264,0.983556899,1.048019772,0,1,1.062618908,,1.012720561,0,0,1.56243851,0,0,1.750294782
0.737627038,0,0,1.142442433,1.206114733,1.026737446,0.926761286,0,1,1.142442433,,0.985100909,0,0,0.50660885,2.725791115,0,0
2.682280138,0,0,0.741845736,0.852808397,0.94400447,1.516518468,1.985250013,1,0.741845736,,0.895546281,0,0,1.3816605,12.38995962,0,1.547781336
0.699473915,0,22.22396702,1.134938706,1.143729489,0.984694318,0.878825358,0,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.363680238,0,7.221232982,1.056039224,1.238773302,0.916729863,1.199338135,1.211169336,1,1.056039224,,0.910597479,0,0,1.87317558,0,0,1.573794468
2.116668891,0,0,0.884624161,1.410047176,0.937455929,1.241054244,1.253296965,1,0.884624161,,0.942270435,0,0,2.90749427,0,0,3.25707029
0.649111793,0,0,0.861728007,1.533105839,0.913796327,1.141769905,2.306066415,1,0.861728007,,0.8668888,0,0,1.337447364,0,0,1.498252333
0.699473915,0,22.22396702,1.134938706,0.508324217,0.995758299,0.878825358,1.656656908,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.762486326,0.984694318,0.878825358,1.242492681,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.508324217,1.017886261,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.027075622,0,0,0.833246139,1.492800233,0.877275666,1.80659795,1.216279755,1,0.833246139,,1.371659494,0,0,2.116214184,0,0,2.370652426
0,0,0,0.75990124,1.169952563,0.784313327,1.294523701,7.244586953,1,0.75990124,,0.86000873,0,0,0.884555135,0,0,1.486361442
0.699473915,0,22.22396702,1.134938706,0.635405271,1.017886261,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.411112594,0,7.472406303,0.936660877,1.025488855,1.026737446,0.886467317,0.83553131,1,0.936660877,,0.942270435,0,0,1.453747135,2.607278458,0,1.628535145
1.352316236,2.545839207,0,0.89763334,0.737070115,1.005347083,1.104390533,1.601435011,1,0.89763334,,0.903009167,0,0,1.393174338,2.498641856,0,1.560679514
0,2.567232814,0,1.005751642,5.57447986,0.560822975,0.771003087,0,1,1.005751642,,0.910597479,0,0,0.468293895,2.519638846,0,0
0.699473915,0,22.22396702,1.134938706,0.762486326,1.017886261,0.878825358,0,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.88956738,0.995758299,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.596447173,0,0,0.670232894,0.943449747,0.934331076,1.467989877,1.53737761,1,0.670232894,,0.8668888,0,0,1.337447364,14.39217709,0,1.498252333
0.687618425,0,7.282429871,1.064988709,2.248688486,0.913622304,0.863930012,0.814288988,1,1.064988709,,0.918314407,0,0,1.88904995,0,0,1.587131709
1.461963499,2.752258602,0,1.239973984,1.195248835,0.982800483,0.826570877,1.298460819,1,1.239973984,,0.976226126,0,0,0,2.701234439,0,0
1.352316236,5.091678414,0,0.698159265,0.859915134,0.962566356,1.61410924,1.201076258,1,0.698159265,,0.903009167,0,0,1.857565784,12.49320928,0,1.560679514
2.062855275,0,0,0.405709984,1.499125657,0.880992936,1.641467024,2.442866965,1,0.405709984,,0.918314407,0,0,2.833574924,0,0,3.174263418
2.062855275,0,0,0.405709984,1.624052795,0.87011648,1.641467024,2.442866965,1,0.405709984,,0.918314407,0,0,2.833574924,0,0,3.174263418
0.76546202,2.882082121,0,0.903278833,1.668837996,0.956512479,1.057906751,0.453236324,1,0.903278833,,1.022274528,0,0,1.577178496,2.828651157,0,1.766806997
3.061848082,0,0,0.733914052,0.973488831,0.92018922,1.731120138,1.359708971,1,0.733914052,,1.022274528,0,0,1.577178496,16.97190694,0,1.766806997
1.530924041,0,0,0.677459125,1.112558664,0.944404726,1.346426774,1.359708971,1,0.677459125,,1.022274528,0,0,1.577178496,11.31460463,0,1.766806997
0.76546202,8.646246363,16.21371179,0.733914052,1.251628497,0.678034162,3.654586959,0.453236324,1,0.733914052,,1.022274528,0,0,5.782987818,8.485953472,0,1.766806997
0,2.524799213,0,1.088040413,0.609148855,1.092499555,0.674008208,0,1,1.088040413,,0.895546281,0,0,0,2.477991923,0,0
3.452722305,0,0,0.700281329,0.784117143,0.914779373,1.735212621,2.04438512,1,0.700281329,,1.15277766,0,0,1.778520431,9.569266682,0,1.992356826
3.005147191,0,0,0.720323051,0.818966794,0.962566356,1.510277651,1.334529176,1,0.720323051,,1.003343519,0,0,1.547971487,11.10507491,0,1.734088349
1.931880337,0,0,0.783648154,1.228450191,0.932008694,1.21361597,2.287764301,1,0.783648154,,1.290013095,0,0,1.990249054,0,0,2.229542163
0,9.257597116,0,1.269380481,1.042321374,1.050072388,0.82378781,0,1,1.269380481,,1.094556566,0,0,0,0,0,0
2.212881114,0,0,0.816030309,1.072101985,0.968400091,1.204789672,1.747020012,1,0.816030309,,0.985100909,0,0,1.51982655,5.451582231,0,1.70255947
2.253860394,0,0,0.831141982,1.091955726,0.974449891,1.227100592,1.334529176,1,0.831141982,,1.003343519,0,0,1.547971487,5.552537457,0,1.734088349
0.699473915,0,22.22396702,1.134938706,0.381243163,1.040014223,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.901544157,0,0,0.93087902,1.310346871,0.941175992,1.132708239,0.53381167,1,0.93087902,,1.204012222,0,0,1.857565784,0,0,2.080906018
0.699473915,0,22.22396702,1.134938706,0.762486326,1.00682228,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.711745387,0,0,1.154849912,0.646552732,1.058260087,0.983667681,0,1,1.154849912,,0.950535965,0,0,1.466499303,2.630149322,0,1.642820541
0,0,0,0.820417569,1.069940489,1.024667411,0.986552337,0,1,0.820417569,,0.873879839,0,0,0,2.418040506,0,0
2.274924509,0,8.031090886,1.062618908,0.82662069,1.043529881,1.048019772,0,1,1.062618908,,1.012720561,0,0,1.56243851,0,0,1.750294782
0.699473915,0,22.22396702,1.134938706,0.254162109,1.051078204,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0,0,0,1.022943978,0.503979566,1.085972299,0.609919821,2.46374617,1,1.022943978,,0.926163248,0,0,0,0,0,0
1.744924176,0,0,0.707811236,1.743606723,0.869414773,1.425020042,1.549775817,1,0.707811236,,1.165173118,0,0,1.797644307,9.672162022,0,2.013780018
1.330147117,0,0,0.88291804,1.208311664,0.925746878,1.420527545,0.787590989,1,0.88291804,,0.888205738,0,0,2.740670829,0,0,3.070189207
1.726361152,0,0,0.763943268,3.450115431,0.491523245,2.169015776,7.15534792,1,0.763943268,,2.305555319,0,0,3.557040863,0,0,3.984713652
1.341140069,0,14.20374752,0.791302118,1.21829771,0.922790886,1.26376539,1.588200011,1,0.791302118,,0.895546281,0,0,2.763321001,0,0,3.095562672
0.699473915,0,22.22396702,1.134938706,0.635405271,1.00682228,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
2.727360476,0,0,0.704026149,0.619386651,0.959870091,1.456339164,2.422338672,1,0.704026149,,0.910597479,0,0,1.404881685,12.59819423,0,1.573794468
0.654346566,0,0,0.820417569,1.069940489,0.941866004,1.315403116,2.712107679,1,0.820417569,,0.873879839,0,0,1.34823323,0,0,1.510335013
0.699473915,0,22.22396702,1.134938706,0.508324217,1.040014223,0.878825358,0,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.711745387,0,0,1.102356734,1.293105465,0.956937313,1.073092016,1.264290798,1,1.102356734,,0.950535965,0,0,1.466499303,5.260298644,0,1.642820541
0.819585598,0,8.680067927,0.483573517,1.191224428,0.920433822,1.441628667,2.426416683,1,0.483573517,,1.094556566,0,0,1.688696167,0,0,1.891732744
0.699473915,0,22.22396702,1.134938706,0.635405271,1.017886261,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
1.97899937,0,0,0.729783204,1.917580787,0.928654804,1.243216359,0.390593905,1,0.729783204,,0.880984553,0,0,1.359194476,7.313098114,0,1.52261416
2.727360476,0,0,0.704026149,0.619386651,0.959870091,1.456339164,2.422338672,1,0.704026149,,0.910597479,0,0,1.404881685,12.59819423,0,1.573794468
2.727360476,0,0,0.704026149,0.619386651,0.959870091,1.456339164,2.422338672,1,0.704026149,,0.910597479,0,0,1.404881685,12.59819423,0,1.573794468
0.787757031,0,0,0.987687171,0.572481643,1.071594907,0.79179605,0,1,0.987687171,,1.052049515,0,0,0.541038578,0,0,0
1.502573596,0,7.956728934,1.21900824,0.545977863,1.081401708,0.755138826,0,1,1.21900824,,1.003343519,0,0,0,0,0,0
0.699473915,0,22.22396702,1.134938706,0.508324217,1.017886261,0.878825358,0.828328454,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
0.699473915,0,22.22396702,1.134938706,0.762486326,1.00682228,0.878825358,0.414164227,1,1.134938706,,0.934147414,0,0,1.441214832,0,0,1.614496049
